,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
21,Data Analyst,£24K - £45K (Glassdoor est.),"We are looking for an individual who would be interested in a 3-month (possibly longer but this is TBC) contract. You will ideally be maths / data savvy because the role centres on data capture and transformation prior to input into our quantification models.

This position will likely suit a graduate or someone on a year off before university, however all applicants are encouraged to apply.

Ideally the role is to be in the London offices of this financial planning business, where they can provide double screens, fast internet, desk space etc and one or more of the team can be in the office one or more days each week to support. However, at the moment this looks unlikely with the current guidelines in place so if the only option is to work from home, then the person would need to have a space / desk with enough room for a double screen set-up (which they will supply).

The role will entail:
The source of information to be analysed in bank statements supplied by corporate clients. These are electronic (rather than on paper), mostly convertible into Excel although many are in PDF form.
This process involves transforming or re-inputting certain data fields from the statements into an Excel spreadsheet that we have designed. The design is linked to algorithms (models) which are programmed in R. No knowledge of R is required. It can take up to a day to process each company. There are up to 100 companies involved.
The key requirement is for accuracy. There will be spot checks by a supervising data analyst, and instructions on how to avoid typical mistakes (we’ve all done this and made them). You will be involved in daily team meetings where we all share what’s been completed and what’s next on our to-do list. This shares achievements and allows you to re-prioritise those to-do lists (new things come along that are more ‘urgent’ than ‘important’) when needed.
There is inevitably a high degree of repetition although this does have advantages – speed and efficiency go up, as does satisfaction (data transformation, as this is known, is a life skill for anyone who wants to work with numbers, in whatever field) and the sense of involvement within a team that knows what this takes and is grateful for your hard work and need it to be right so that the output can be fed into our algorithms (models).

The start date ideally will be January 11th with interviews to take place virtually.

Apply below.",5.0,"BWD Search & Selection Ltd
5.0","London, England",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
22,Data Analyst,£32K - £32K (Glassdoor est.),"The Economist is the leading source of analysis on international business and world affairs. We deliver our information through a range of formats, from newspapers and magazines to conferences and electronic services. What ties us together is the objectivity of our opinion, the originality of our insight and our advocacy of economic and political freedom around the world.
We are currently seeking a Data Analyst to work on the analytic data platform. This role will be reporting in to the Head of Data Platform within the technology team and will be responsible for analysis, defining and mapping data sources into the Data Platform which in turn services various BI dashboards.
This role will be working closely with product vendors and business stakeholders to ensure their data needs are well understood and accurately mapped into the data platform. Data profiling will be key to ensuring quality of data ingested into the data platform is maintained. Working with the data architect, developers and this role will ensure data processing rules are well understood and the data platform is built to specification.

How you will contribute:
Analyse business data requirements, identify data sources and document ETL rules for processing structured / unstructured data into the data warehouse/Big data
Document data flows and Data mappings, Processing rules between source and target system
Establish and enforce data quality and governance procedures using established tools and methodologies
Work with Business Analyst, Data Architect and onshore / offshore developers to design, build and deliver end-to-end data solutions
Validate data processing changes, flag and follow-up issues found, sign-off development work and oversee implementation
Assess impact of new business requests on existing data landscape
Work with end-users to analyse and deliver ad-hoc data and reporting requests
Help realign and enforce enterprise wide data architecture standards
Ability to develop data quality solutions by performing data profiling and cleansing activities

The desirable skills for this role include:
A Bachelor of Science degree or higher within Computer Science, Mathematics or related discipline is ideal
Sound knowledge of Data Warehousing concepts, Data model, Master data management and Data quality assurance
Demonstrable SQL skills to query complex data sets for the data analysis
Proven extensive experience on data analysis and writing data processing rules for ETL process in a warehouse environment
Hands-on experience working with Data warehouse (SQL Server), Big data (Snowflake) and SQL/TSQL
Experience in working with engineers and architects to agree technical solutions to problems
Experience in managing testing and user acceptance activity to the quality of solutions
Data Analytics Product Knowledge in Qlikview, Power BI or similar
Excellent communication, both written and verbal, and interpersonal skills
Ability to convey concepts, issues and risks to technical as well as non-technical audience
Analytical and problem solving skills with attention to detail
High levels of energy, enthusiasm and passion to succeed in a dynamic environment",3.9,"The Economist
3.9","London, England",1001 to 5000 Employees,1843,Company - Private,Publishing,Media,Unknown / Non-Applicable
23,Data Analyst,£26K - £33K (Glassdoor est.),"Data Analyst 034296
Organisation - HSE
Job - Environment
Position Type - Full Time

Data Analyst
Salary: circa £35,000 per annum dependent on skills, knowledge and experience
Location: Southwark, London
Permanent

Overview of Role
Data and analysis will be at the heart of the new Safety, Health and Environment (SHE) directorate, ensuring we are focussed on TfL’s key risks and everything we do is evidence-led.

We are now looking for a talented data analyst with a passion for making our transport network safer to help us deliver this vision. You will be responsible for delivering accurate, consistent and meaningful data and analysis that enables data-driven strategy and decisions.

You will be part of a community of analysts within TfL, which provides opportunities to learn with and from others. A successful candidate will be expected to contribute to a community of analysts working to serve Londoners.

Key Accountabilities
Produce regular SHE reports ensuring high quality outputs which are shared with pan-TfL senior management within agreed timelines
Support the tracking of headline metrics to report to stakeholders, including regular reporting to senior management
Responsible for providing reporting support to business areas
Be a point of contact for the SHE Business Partners to support with interpreting data reports
Identify improvement areas for reporting systems to maximise impact of reports
Work across the Data & Reporting team to understand how the SHE data is used to support decision making and strategy development and assist in running reports and models to support this
Quality assure the data provided by the data administrators
Establish and maintain a good, professional and pro-active working relationship with the senior management team, other SHE colleagues and across TfL.

Skills knowledge and experience (all essential unless indicated otherwise)

Skills
Ability to work with, wrangle and interpret complex datasets - you will be exposed to the breadth of TfL’s activity
Ability to conduct exploratory data analysis and to draw out insight for customers
Ability to visualise data in reports and dashboards using a commercial data analytics & visualisation tools (Power BI is preferred; we will consider other experience)
Ability to ensure that analysis is reproducible and conducted transparently
Ability to be curious about your data and a desire to ask “why?”
Ability to summarise analysis succinctly (written and verbal)
Ability to develop and explain processes to more junior colleagues and to colleagues across the business
Ability to communicate with senior ""non-specialist"" stakeholders, to understand their requirements (and occasionally challenge them)
Ability and willingness to present work to colleagues, for example as part of Lunch & Learn sessions, via a blog post or contributing to training documents

Knowledge
Knowledge of designing performance indicators and metrics
Knowledge of writing clear documentation for analytical products
Knowledge of current and emerging analytical trends and development
Knowledge of setting data standards
Understanding of the Mayor's Transport Strategy and TfL's business priorities

Experience
Experience in eliciting requirements from customers and being able to put yourself in their shoes
Experience in continually learning technical and soft skills to be the best analyst you can be
Experience in communicating complex information in an easily digestible manner
Experience in building report and dashboards
Experience of providing senior management level reports and insightful commentary
Experience of coding or can demonstrate willingness to learn

Equality and Diversity
We are an equal opportunity employer and value diversity. We do not discriminate on the basis of race, religion, ethnicity, gender, sexual orientation, age or disability status.

On this recruitment campaign, as part of TfL’s continuing commitment to be an inclusive and equal opportunity employer we will be removing personal identifiable information from CVs and covering letters that could cause discrimination.

Application Process
Please apply using your CV and a one page covering letter (word format preferred). Think carefully about the skills, knowledge and experience in the advert and cover this in your CV and cover letter.

If you have applied for this position in the last 6 months, please do not apply again.

The closing date for applications is Thursday 7th January 2021 @ 23:59

We may close this advert early if we receive a high volume of suitable applications.

Benefits
In return for your commitment and expertise, you will enjoy excellent benefits and scope to grow. Rewards vary according to the business area but mostly include:
Final salary pension scheme
Free travel for you on the TfL network
A 75% discount on National Rail Season Ticket and interest free loan
30 days annual leave plus public and bank holidays
Private healthcare discounted scheme (optional)
Tax-efficient cycle-to-work programme
Retail, health, leisure and travel offers
Discounted Eurostar travel",4.0,"Transport for London
4.0","London, England",10000+ Employees,2000,Government,Transportation Management,Transportation & Logistics,$5 to $10 billion (USD)
24,Data Analyst,£29K - £50K (Glassdoor est.),"South Pole is an energetic, global company offering comprehensive sustainability solutions and services. With offices spanning all six continents, we strive to create a sustainable society and economy that positively impacts our climate, ecosystems and developing communities. With our solutions we inspire and enable our customers to create value from sustainability-related activities.

Our Corporate Functions team is the “enablement engine” of South Pole. Behind the scenes, we provide the business with world-class solutions and best practices that sustain business growth and success. We cover key areas such as Finance, HR, Office Management, Legal, IT, Operations, etc. If you are a smart, ambitious and dynamic professional with a strong passion to make a real difference in the fight against climate change, the below position may be right for you!

Job summary:

We are building a Data and Analytics team to drive business growth and inform better decision-making using data. The role of Data Analyst is instrumental in helping South Pole making use of our available data sources. You will partner with the senior leadership teams of the business lines and management team members to discuss and define high-level business problems. Using a variety of tools you propose relevant data-focused analysis to deliver meaningful insights. Through your innovative and effective approach on problem solving, you inspire your colleagues to make South Pole become a more data-savvy company. If you are someone who has a passion for data and analytics and who is keen to jump in the deep end of our digital transformation journey this role is perfect for you. Help South Pole fight the good fight, and join our Data and Analytics team!

Main tasks & responsibilities:
Champion data-driven decision-making by identifying, structuring, and executing market and business performance analyses
Partner with internal clients using a consultative approach to understand business problems
Develop self-service reporting for senior leadership and management teams by collecting and integrating data from various sources, including external datasets and internal databases
Identify data sources, and correlate data across them, to develop insights that drive decision-making at the management level
Work with large datasets on data extraction, cleaning, analysis and presentation
Define KPIs and build automated dashboards, reports, and models to enable cross-functional teams to make faster, better decisions
Implementation of complex data projects: Write scripts in python/SQL to access, enrich, clean, process and present data
Explore and suggest new tools and methods to achieve maximal efficiency in data management
Provide recommendations for data improvement, quality, and efficiency of data;
Coach and mentor others in their own use of analytical tools and technique
Requirements:
A Bachelor of Science degree or higher within Computer Science, Mathematics or related discipline (ideal)
2-4 years of work experience in this field of expertise
Have a passion for data, analytics and sustainability
Problem solving skills and strong analytical thinking
Eagerness to understand and dive into the different business units and projects in order to elaborate on the data and analytics part
Ability to understand and manipulate unstructured data from different platforms
Demonstrated experience solving problems, extracting and manipulating data via SQL and Python
Experience developing, maintaining, and managing BI-driven dashboards & analytics
Experience in data visualisation and data visualisation tools like Google Data Studio Tableau or Power BI
Experience in visualising data analysis for attention of senior stakeholders
Excellent stakeholder management and presentation skills
Excellent planning and time management skills
Self-driven and able to propose new ideas and take initiatives.
Comfortable working in an international fast-paced environment
What we offer:

At South Pole, we care about our employees as much as we care about the planet. South Pole is not just an employer, we are a Team. South Pole does not just offer people a job, we offer you a career. By joining our team, you will find strong purpose and deep meaning in everything you do. You will have the chance to make a real difference for our clients and for the planet, working alongside a passionate team of like-minded colleagues, while building your knowledge/skills and developing your career in a fun, dynamic, international and fast-growing organisation.

We’re a planet of 7.5 billion unique and different people. We all have a contribution to make and South Pole is proud to be an Equal Opportunity Employer. We do not discriminate on the basis of race, religion, colour, sex, gender identity, sexual orientation, age, national origin, marital status or disability. Our recruitment is decided on the basis of qualifications, merit and business need.",4.0,"South Pole
4.0","London, England",1 to 50 Employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD)
25,Data Analyst,£45K - £50K (Glassdoor est.),"Yieldify is a customer journey optimization company that brings personalization to the full customer journey. It combines award-winning software with a proven CJO methodology to deliver measurable results quickly and easily. To date, Yieldify has influenced over 100 million sales through more than 200,000 journeys. It currently delivers customer journey optimization for over 1,000 leading e-commerce websites, including Domino's Pizza, L'Oreal and Megabus.

As a Data Analyst you will be at the core of Yieldify's value delivery, driving insights and training other teams to directly impact how we do things at Yieldify. Being part of the Data & Analytics team, your role will be global and include customer-facing aspects.

In this role you will:
Design data visualisations that display performance insights and offer recommendations on how to optimize performance
Create custom reporting that represents the unique needs of our client's websites and train our customer success managers on how to leverage these capabilities
Work with senior team members to coordinate new feature development, in line with our client needs and to stay ahead of the industry.
Work with our Data Scientists to design predictive analytics, machine learning models, and automation infrastructure usings thousands of unique data points
Collaborate with customer success managers, and technical services to deliver successful customer journey optimisation programmes to clients.
Identify improvements to our methodology and processes, and help lead their implementation across the company.
We're looking for someone with:
An analytical mind who loves to dive deep into the data, identify patterns and generate insights for the benefit of our customers.
A quantitative degree such as Maths, Engineering, Economics or Physics, or equivalent work experience.
Background in applied mathematics and comfort in working with real world datasets
Experience in digital marketing, e-commerce, or website analytics.
Experience setting-up and maintaining Tableau or Looker reporting.
Knowledge of SQL with practical application
Experience or interest in Python
You'll love this role if:
You have a passion for data and are interested in using it to drive business decisions.
You strongly believe that continuous learning is a requirement for your next job. You are excited by innovation and quick change.
You enjoy explaining mathematical concepts to those without analytics backgrounds and training others to properly utilize data in their everyday work
You want experience as a Data Analyst that gives your real business impact instead of just creating spreadsheets and data extraction.
You have a self starter mentality.
You have a big team ethos but enjoy autonomy and seeing the results of your effort
What will you get from us?
Guidance - we'll give you all the training and tools you'll need in order to become successful here from your first day with us.
Autonomy - after you've got to grips with how things work here, we'll encourage you to become a trusted member of the team flying solo on lots of smaller projects and we'll support you as you build yourself up to take on projects for our prestigious larger customers.
Education - we champion self-learners who are dedicated to their own growth and development. We'll encourage you to share your knowledge with the team and support you as you expand your mind and skills; we provide regular tech talks and learning opportunities, as well as tuition credit and discounts on General Assembly courses and Sunlight - our personal development portal.
Diversity - we're proud to work with such a great mix of people. Everyone applying for a role at Yieldify will be considered regardless of race, colour, religion, sex, national origin, sexual orientation, age, disability, marital status or gender identity.
Lifestyle - competitive salaries and a great work-life balance - we enjoy 25 days holiday per year, flexible hours and can dedicate time to charities or community projects.
Perks - include paid time to help charities and local communities, competitive annual leave allowance that grows with tenure, blended-working to suit how you like to work, confidential video therapy and mental health support through Spill, early Friday finishes, social events and travel perks so you can visit our other offices and more! You'll also have the opportunity to join our Culture Club or Diversity & Inclusion Taskforce to help shape the culture of Yieldify.",3.9,"Yieldify
3.9","London, England",51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
26,Product Data Analyst,£22K - £45K (Glassdoor est.),"Our Mission
Wagestream is the global leader in Earned Wage Access (EWA). We provide an income streaming solution for employers to give employees instant access to their earnings, and prevent them ever having to go into debt between pay cycles.
We were founded for a social purpose to reduce the poverty premium. We believe the monthly pay cycle is fundamentally broken and unfair to employees, and that we can fix it. We know financial services are better served through the employer, and have built a set of tools [track, stream, save, learn], that boost the financial resilience of a workforce and have a measurable and proven impact on employee retention and productivity.
We love our clients and do everything we can to support them. We already help 350,000 employees access their income when they need it, across some of the largest organisations in the UK including the NHS, Bupa, Holland & Barrett, Stonegate Pubs and Rentokil. In July 2020, Wagestream raised additional funding to expand into new markets in Europe and North America. Our mission is to provide fair financial services to all and our technology has started to create a whole new category; the workplace bank.

Product Data Analyst
This is a very dynamic role within the company and data team and you’ll be expected to be a “full-stack” data expert. You’ll work primarily work on behavioral analysis, modelling, and business intelligence. Expect to work closely with Product, Client Success, and Engineering stakeholders.
As a member of our small but agile data team, you’ll be able to help shape our vision and processes as Wagestream continues to scale. You’ll also have a big opportunity to impact multiple facets of a growing business.
Key Responsibilities
We are looking for a self-starter, focused on business impact, with demonstrated success in an analytics function
Dive deep into how users use our suite of financial well-being tools
Identify new levers to help drive KPIs
Help us understand our users through segmentation and marketing attribution
Design A/B tests and set up best practices
Work with engineers to implement data instrumentation
Regularly communicate findings to stakeholders and rest of company
Requirements
What experience would we expect you to have?
(But if you’re close… that’s still a conversation we would like to have!)
4+ years of experience as a product or data analyst, preferably in a product environment
Strong SQL skills
Experience working with stakeholders to gather requirements and understand needs
Experience conducting A/B experiments
A strong ability to communicate findings to non-technical stakeholders in a concise and engaging manner
Experience with data visualisation tools such as Tableau, Looker, or Periscope
Knowledge of statistics (e.g. hypothesis testing, regressions)
Bonus Points
Technical background and programming experience, especially in Python or R
Digital and paid marketing analytics experience
Benefits
Be part of the team that changed the way people are paid, forever.
Join a culture of trust and autonomy
We're a Remote First business - work from home or our London office - you choose!
Have impact in a growing business with big plans
Enjoy 25 days annual leave in addition to public holidays (up to 5 day rollover)
We offer 12 weeks paid maternity leave and up to 4 weeks paternity leave for employees with over 12 months service
Get financially fit with our Aviva pension plan and free access to Wagestream service - naturally!
Get physically fit with Evans Cycles Ride to Work scheme
Undo it all with membership to The Wine Society (UK)
Achieve zen with a Calm subscription
Enjoy regular team socials, both remote and in person
Manage a busy lifestyle with flexible working opportunities",4.9,"Wagestream
4.9","London, England",1 to 50 Employees,2018,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable
27,Data Analyst,-1,"Overview of the Service Line & Team
In Audit, you will join a growing team of over 750 relationship driven, curious, problem solvers who add value to their clients daily. Our Audit Teams provide audit assurance services which are vital to our clients' business control and credibility. Our expertise ranges from servicing private, entrepreneurial companies through to UK listed companies, financial services, public sector bodies and some of the largest FT Global organizations in the world. By joining a unique integrated structure, you will benefit from working in collaborative teams and be given responsibility for delivering robust and independent audit services in a supportive environment.
In a rapidly changing business world, we also care about our industry and have long pressed for a debate on audit competition. We believe that companies and their shareholders alike deserve the benefits that increased competition can bring and are committed to playing an active role in shaping its future.
The financial services audit department works internationally to provide seamless, cross-border services to our clients. As a member of the team you will experience a broad range of clients across various sectors to build your knowledge and understanding of the financial services market.
Teams within Financial Services:
Banking:
The banking group covers clients such as emerging banks and UK operations of large international banks.
Insurance:
The insurance group covers clients from entrepreneurial insurance brokers to Lloyd's syndicates and large international underwriters.
Job Purpose
Are you an analytical, data-driven graduate? Are you interested in a role that offers an opportunity to shape the future of audit through data-driven solutions? This unique opportunity offers technical challenge, a creative open problem-solving environment, and quick responsibility and progression.
As a Data Analyst, your time would usually be split between working at client premises, working in the office and studying for your professional exams. However due to the current pandemic situation Mazars continues to work remotely only visiting the office and client sites on a restricted basis.
The purpose of the position is to fundamentally unlock insights contained in data and create solutions to challenges related to the delivery of external audit.
What you'll do:
Work on Mazars' most strategic audit clients, including many high profile international listed companies – delivering full cycle external audits as part of the audit team. You will work in many different industry sectors including banking and insurance, retail and the automotive sector to name a few. Exposure to multiple sectors will provide you with a broad view and understanding of the economy.
Innovation ambassador, promoting new ideas to our audit teams and working as part of a network of innovation champions. As part of this community you will be designing, developing and trialling new processes and technology.
Complement your STEM degree with business application and knowledge, discovering how companies work, including processes, controls, accounting and reporting systems.
Experience secondment opportunities to other departments within Mazars, where data science is critical; business areas may include quantitative services, actuarial, consulting and forensics – in the UK and overseas.
Anticipate client needs and formulate solutions to client issues.
Shape the future of audit through data-driven solutions.
The Person
Role requirements:
A relevant masters; i.e. in business analytics, data-science, statistics or equivalent programme focused on data and analytics
Data analytics skills from a related degree or experience (work experience is not essential)
Keen interest in technology
Strong work ethic; the desire to innovate, get things done, and to learn and progress.
Interpersonal skills; the ability to influence, build client relationships with a foundation of trust and responsibility.
Analytical skills; the ability to accurately and diligently assimilate information, grasp concepts quickly, research and solve problems.
Independent; the ability to think critically, challenge when appropriate, and to apply professional scepticism.
Attention to detail and strong time-management skills.
Credible and effective communication skills (written and verbal)
Affinity with our values; in particular, respect for individuals, diversity and integrity.
Desirable requirements:
Background in any programming language such as Java, Python, R
Linux knowledge
Knowledge of one: MS SQL, MySQL, NoSQL, Postgre SQL
Knowledge of any visualisation technologies such as Power-BI, QlikView, Tableau
Training
We will fund your study towards the CFAB, following successful completion of this we will then go on to fund your study towards an MSc in Applied Data Science.
You will receive a full study package to ensure that you successfully complete your professional qualification. This includes time off to study, attend college and complete online courses. Your professional qualification is only part of the story at Mazars; we support all our trainees with a blended approach to training and development including classroom study, 1:1 coaching, and soft skills training. As part of the financial services audit team, you will have the opportunity to sit the banking or insurance specific exams within the ACA qualification.
You will be supported by a mentor and an appraising manager to keep your career and aspirations on track.

Benefits
Annual Leave +
Charitable Giving
Dental Insurance
Wellbeing Benefits
Virtual GP
Cycle to Work
Gym Discounts
Life Assurance
Pension
Flexible Benefits +

Meet the recruiter",3.8,"Mazars
3.8","London, England",10000+ Employees,1945,Company - Private,Accounting,Accounting & Legal,$100 to $500 million (USD)
28,Data Analyst,£29K - £48K (Glassdoor est.),"Job Title: Data Analyst
Position Type: Permanent / Full-Time
Hours of work: 37.5 Hour per week
Function: Business Development
Reporting to: Business Analyst
Location: Head Office / London - Note location of the role can be flexible / home based with occasional travel required to the Head Office
Job Summary:
The role will support the Business Analyst in Business Development on the regular data input responsibilities in the CRM database, including data correction and reconciliation. It will provide support the Business Analyst to enable continuous process improvement and analysis.
Key Responsibilities:
Ensure data in Zoho CRM is accurate and up to date through liaison with Operational and Business Development colleagues.
Use exception reports to regularly check data accuracy and correct errors.
Liaise with Finance department and the Business Development team to ensure the monthly new customer reports are accurate.
Weekly national enquiry pipeline reporting including data cleaning and making sure the data is collected from the Business Development team.
Work with the Business Development and the Finance team to develop and maintain an occupancy tracker report to support third party invoice reconciliation and other business needs.
Support consolidation and cleanse of the Group's property data and propose processes for maintaining data integrity.
Experience, Skills & Qualifications:
Experience of data analysis ideally related to CRM
Experience of cleansing, interrogating and consolidating data and creating reports.
Delivery focused and able to work with deadlines.
Team player with strong organizational, interpersonal and communications skills.
Self-starter with strong interest in improving data accuracy.
Attention to detail and working to tight deadlines
Excellent Excel skills.
Experience of using Microsoft Access and/or SQL desirable
Knowledge of Cold Harbour desirable.
Knowledge of Zoho CRM desirable
Experience in care industry desirable but not essential.
At Lifeways we value our staff and work hard to develop their skills through the provision of training and support. We are expanding and so there are real opportunities for career development.
If you feel ready for a change and are able to take on new challenges in a growing organisation, we want to hear from you.
The Lifeways Group is an equal opportunities employer and is regulated by CQC in England, CIW in Wales and CI in Scotland.
LWGHO
Reference ID: 432119
Job Types: Full-time, Permanent
Salary: £25,000.00 per year",2.5,"Lifeway's Group
2.5","London, England",10000+ Employees,1995,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
29,Data Analyst,£28K - £50K (Glassdoor est.),"About JobAdder

JobAdder is a dynamic and innovative Software as a Service (SaaS) organisation with over 130 employees across 5 countries and customers worldwide.

We are a leading recruitment management platform that assists companies and recruitment agencies to create a competitive advantage within their recruitment and hiring processes.

With Seek as our parent company we are fortunate to have access to a broad range of multinational resources whilst still maintaining our unique identity and the ability to make quick decisions.
All of our people actively contribute to our culture by lifting each other up, approaching problems with a positive mindset, sharing success, celebrating diversity and making software people want to use.

Our plans haven’t changed through COVID19 and we will be scaling rapidly in the next 12-18 months. We cannot wait to help play a role in rebuilding a variety of industries with our clients and partners.

The Benefits

An excellent remuneration package
Flexibility to put your family first at all times
Tools of the trade
Collaborative team - positive and empathetic people who love to laugh either through social distancing in the office or virtually from home!
Team building, fun activities and lots of social events
Career Progression
The opportunity and responsibilities:

We are seeking an experienced Data Analyst who can hit the ground running and work on the following tasks:
Data migrations from clients legacy applications that involve restoring, mapping, updating and transferring into the target database
Preparing reports for stakeholders and project team
Creating visualisations of data
Provide analysis to various internal departments across the business
You will be part of a team of Project Managers, Business Analysts and Datas Analysts
Generating information and insights from data sets and identifying trends and patterns
Developing strategies to optimise the quality of data delivery
Devising new data collection and analysis processes
Assessing quality of data and removing or cleaning data
Experience required:

If the following describes you, we would love to chat:
Ability to work on multiple projects at the same time - Detail orientated
Comfortable with autonomy, ambiguity and variety
Have an appetite for a new work environment where you love coming to work everyday
Excellent analytical skills - the ability to identify trends, patterns and insights from data.
Presentation skills – ability to write and speak clearly to easily communicate complex ideas in a way that is easy to understand
Problem solving skills
You gain satisfaction from making a significant impact on client’s business
Understanding of databases such as SQL Server, Oracle and SAP
Understanding of ETL framework and ETL tools including Alteryx and Microsoft SSIS
How to Apply for the role

To apply please attach your CV and a brief cover note explaining why you believe you would be the ideal candidate for this role.

We respond to ALL applicants. Tip for those who have read this far: we love video cover letters, give us your best shot!",4.1,"JobAdder UK Recruitment
4.1","London, England",51 to 200 Employees,2005,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
30,Data Analyst (Education Strategy and Impact),£32K - £36K (Glassdoor est.),"UCL Department / Division
Office of the Vice Provost (Education and Student Affairs)
Location of position
London
Grade
7
Hours
Full Time (Job share considered)
Salary
(inclusive of London allowance)
£36,028 - £43,533 per annum
Duties and Responsibilities
We are seeking a talented data analyst to join our team, by providing an ideal role for an individual wishing to shape strategy using data analytics as a tool. Reporting to the Head of Strategy Engagement, the primary focus of the role will be to undertake analysis on qualitative and quantitive data as part of the projects that are managed by OVPESA.

You will provide senior leaders with key intelligence to support strategic decision-making, determine priorities and implementation approaches, as well as working with stakeholders to help UCL deliver our education ambitions. You'll support the development of evaluation approaches for programmes of work, ensuring that they are set up to demonstrate their performance and impact against the strategic vision.

This will be done by advising on tools for analysis, ensuring that findings are evaluated and then used effectively to drive forward organisational learning, clearly demonstrating impact where it occurs.

Duration of this role is starting as soon as possible and is fixed term position for 12 months in the first instance.
Key Requirements
You’ll have a good knowledge of survey methodology and implementation, and mixed-method data analysis, and a solid understanding of general research methods. Your MS Excel (or equivalent) skills will be first rate and you’ll have an aptitude for communicating results and data visualisations with non-analysts.
You will be curious and committed to your own professional development. You’ll also be conscientious, organised and customer-focused, and you’ll relish the chance to work in a high-performing team.
You’ll also be adept at networking with professional services colleagues to make sure that our data analysis meets the needs of stakeholders across the institution. Above all, you’ll support the aims of our office in working towards providing a world-leading experience for our students.
Further Details
A Job Description can be accessed at the bottom of the page.

To apply for the vacancy please click on the ‘Apply Now’ button below.

If you have any queries regarding the vacancy or application process, please contact Sonale Karadia on s.karadia@ucl.ac.uk.
The UCL Ways of Working for professional services supports colleagues to be successful and happy at UCL through sharing expectations around how we work – please see www.ucl.ac.uk/ways-of-working to find out more.
We particularly welcome applications from black and minority ethnic candidates as they are under-represented within UCL at this level.
We will consider applications to work on a part-time, flexible and job share basis wherever possible.
Closing Date
5 Jan 2021
Latest time for the submission of applications
23:59
Interview date
13 January 2021",4.3,"University College London
4.3","London, England",10000+ Employees,1826,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
