,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
50,National Senior Data Analyst,£23K - £25K (Glassdoor est.),"The National Disease Registration Service (NDRS) is internationally recognised for its data curation and expertise to analyse and interrogate data to provide evidence for clinicians, patients, academics, industry and others. We also have significant skills in data science and complex data processing systems.

NDRS incorporates the National Cancer Registration and Analysis Service (NCRAS) and the National Congenital Anomaly and Rare Disease Registration Service (NCARDRS). For these population-based registration services, we collect and quality-assure data from every patient in England diagnosed with these registerable conditions.

Job Description

An exciting opportunity has arisen for a Senior Data Analyst to lead on the Analysis Interface work within the NCARDRS team.

We are looking for a person who wants to work in a distinctly team-based environment. You must therefore be a strong team-player, with the ability to work proactively and under your own initiative. You will develop and maintain excellent relationships and work with teams and multiple stakeholders both internally and externally. You should ideally have a proven track record of delivering high quality reporting to a wide range of stakeholders across multiple organisations

On 18 August 2020, the Secretary of State for Health and Social Care announced plans to establish the National Institute for Health Protection and consult on the best future options for strengthening health improvement and other public health functions in the wider system. Public Health England and many of its employees will be in scope for transition to new organisations in Spring 2021. Any new or current employees working for Public Health England during this time, will receive appropriate communications and consultation prior to any formal transfer taking place. Employees who compulsorily transfer to successor bodies will remain on their existing contractual terms and conditions and this applies both to current employees and those recruited during the transition. The recruitment, growth & development of our workforce is vital for the continuing success of PHE and the future National Institute for Health Protection.",3.7,"Public Health England
3.7","London, England",5001 to 10000 Employees,2013,Government,Federal Agencies,Government,$100 to $500 million (USD)
51,Senior Data Governance Analyst – 50998,£23K - £25K (Glassdoor est.),"Overview
Key Duties:
Assist with enforcing adherence to the Data Ownership framework with identified data owners and stewards
Provide support in the implementation of new business processes alongside business stakeholders that define how the data ownership framework will be applied
Responsible for leading the identification, recording and remediation of data quality issues within the Data Quality Log (‘DQL’)
Function as Business Product Owner of the DQPro exception reporting tool – managing relationships with business users, technical development team and the software provider (Atticus) and the continued development of the usage and functionality of the tool
Lead the Solvency II data quality assurance program with documentation, testing, execution monitoring and reporting. This includes the timely status reporting of progress to the Data Governance Manager and relevant contacts within the business
Qualifications required:
Bachelor’s degree in information technology, business or related field, or equivalent combination of education and experience required
Experience required:
As a leading underwriter in the London Insurance Market and in the UK, prior experience of these business areas is an advantage:
The London Insurance Market, specifically Lloyd’s
The Financial Services sector",4.4,"Emerald Group
4.4","London, England",1 to 50 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD)
52,Security Analyst II – SIEM Data Onboarding,£23K - £25K (Glassdoor est.),"About the role
Our security analysts are expected to add strong analytical skills in a security context to help reduce security risk for Tesco. Part of reducing security risk is having high quality telemetry to help drive things like detections and analysis within the Security Operations Centre and other teams. This role is about having accountability and the ability to identify when telemetry isn’t fit for purpose or has room for improvement, and then putting in the changes to fix it.

You will be responsible for
It is expected that you can measure the quality of security telemetry, like firewall data or proxy data and be able to identify when the data doesn’t meet the requirements for a specific detection or data model.

You will manage and progress the changes required to fix the quality gap through to production.

You will need

Responsibilities:
Working across teams to achieve significant improvements in data quality
Continuously analysing current data, looking for opportunities for data rationalisation and content standardisation, making sure data is aligned with a common information model
Define, implement, and monitor data quality rules in order to detect problems at an early stage
Deliver change to enable adoption of data quality rules, ensuring continuity of business operations
Drive data issue identification, root cause analysis, resolution planning, and execution with business and IT owners
Translate data quality results into clear business impact statements to help understanding & adoption of data management practices
Establish yourself as the data quality subject matter expert, providing operational quality monitoring and resolution

Desired Skills:
Ability to perform data normalisation as per a common information model
Ability to perform correlation across varied and large sets of data to provide enrichment.
Experience with data parsing techniques e.g. regex for field extraction.
Proven technical understanding of logs from different operating systems and security tooling.
Practical application of data query languages (SQL, SPL), scripting languages (Python,PowerShell)
Comfortable working with large-scale datasets and data manipulation software
Ability to work independently to identify issues and improvements
Clear communication of complex concepts both within my team and across teams/departments

About us
Our cyber security team are the eyes and ears of our organisation. We use the latest technologies to increase visibility and protection of systems, services and data. To do this we need to stay ahead of the latest threats and continuously improve our tooling, techniques, and processes.

Responsible for developing and running security processes day-to-day for the Tesco Group, we’re continually working to step change security capability to further enhance the protection and controls that we offer for our customers and colleagues across the UK, Europe and Asia, and we’re looking to add great people to our growing team.

We believe that skilled and passionate people are our greatest asset in reducing risk to our business and customers. We encourage and support continual development and learning, and recognise the importance of keeping up with changes in technology and an evolving threat landscape.

Communication is key – working collaboratively with our software and systems engineering teams to support security throughout the development lifecycle, as well as to build proactive monitoring and responses to security events.

Our vision here at Tesco is to become every customer's favourite way to shop, whether they are at home, out shopping, on the move, anywhere in the world.

We want our customers to be inspired and whatever they are looking for, we’re finding bigger and better ways to provide it.

Everything is underpinned by our continuous drive for the best tools and technology to deliver our vision. We’re driving innovation and transforming our Technology to become the world’s leading retailer.

We need people who share our ambition to deliver for our customers; Passionate and confident people willing to take the initiative and drive us forwards. In return we offer excitement, a great team, an excellent benefit package, and significant career development opportunities.

Joining us means playing a part in defining; building and launching an ambitious roadmap of digital products that could affect the lives of millions of people over the years to come.

If that sounds exciting, then we'd love to hear from you.

The position will be based at our Campus in Welwyn Garden City.

What’s in it for you
We offer excellent benefits that help make Tesco a great place to work. These include but aren’t limited to:

An annual bonus scheme which you can achieve up to 3.5% of base salary.
Colleague Clubcard (including a 2nd card for a family member) after 6 months service with 10% off most purchases at Tesco.
Holiday starting at 25 days plus a personal day.
A retirement savings plan - 4%-7.5% contribution rate.
Life Assurance - 5 x contractual pay.
Buy As You Earn Scheme.
Save As You Earn Scheme.
Deals & Discounts through Tesco including Tesco Mobile & Tesco Bank.
Deals and Discounts through many other external businesses.",3.7,"Tesco
3.7","Welwyn Garden City, England",1001 to 5000 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD)
53,Senior Data Analyst / Manager,£23K - £25K (Glassdoor est.),"Position: Data Analyst / Data Processing Specialist / Data Manager
Country: UK
Location: Hammersmith, London
Cif Centre for International Field Research Ltd is a Market Research Fieldwork agency based in Hammersmith London and belongs to the IFF International group, leader in providing International Field Services.
Job description
We are looking for a Data Analyst / Data Processing Specialist with a very good knowledge of English to join our London team.
You will be responsible for working with data collected from market research questionnaires to provide a variety of output tables and a clean final dataset for our clients.
Your role will include to verify the accuracy and validity of the data gathered in field as well as to resolve quality issues raised by clients.
Main Duties and Responsibilities:
Extract raw data from our system and check the validity and quality of data
Data cleaning and analysis: Write a cleaning syntax and a conversion syntax to meet the client’s data map; create tabulations to compare data; review data inconsistencies to ensure file-integrity.
Generate final data files and reports for client distribution
The person we are looking for will be also responsible for programming questionnaires on our proprietary system as well as on NEBU system.
Training on programming tasks will be fully provided by us.
Requirements
Essential skills
Very good knowledge of English
Advanced knowledge of Excel
Good knowledge of statistical and analytic software including SPSS and ASCII
A high level of problem-solving, analytical skills and details attitude are critical.
Communicating regularly with colleagues regarding job status and working on projects according to a designated priority order.
Availability to travel during training period to our offices in Italy and Germany.
Performing additional duties as directed.
Personal skills
Good interpersonal and communication skills to liaise with colleagues, clients and suppliers
Good analytical skills and ability to handle with large amount of data;
Self-driven, responsible and organized person with ability to adhere to deadlines.
Team player, ‘can do’ attitude and supportive of others
Ability to work independently with the ability to prioritize and multi-task; able to think rationally under pressure.
Willingness to further develop skills in data processing and programming languages.
Education / Specific Qualifications
University Degree in Mathematics, Statistics, Informatics, Engineering sciences, Computer Science, Market Research or similar background
Considered as an advantage:
Good knowledge of programming language;
Understanding of the market research sector
Previous experience using statistical and analytic software including SPSS and Nebu programming
Previous experience with raw survey data analysis and manipulation
About us
We work on a variety of B2B, B2C, and National Representative Projects, both quantitative and qualitative. The main Industry sectors we deal with are Automotive, Energy, Fast-moving consumer goods (FMCG), Finance and Insurance, Healthcare ,IT, Political and Social, Retail and Wholesale, but they are not limited to the above list.
We value skills and talents, and will support your development within our international team.
We offer a very competitive salary commensurate with your experience.
How to apply
We look forward to hearing from you!
Apply now sending your CV and Cover letter.
Please include the following info:
Contact details (full name, telephone, email)
Desired start date
Salary Expectations
CIF Centre for International Field Research Ltd. is an equal opportunities employer
We endeavour to ensure that the data you submit to us will remain confidential and will be used only for the purpose of selecting job applicants.",-1,CIF Centre For International Field Research,"Hammersmith, England",-1,-1,-1,-1,-1,-1
54,2021 Summer Analyst Program- Data & Analytics Solutions (London),£23K - £25K (Glassdoor est.),"BNY Mellon’s Summer Analyst Program (SAP) provides high-potential students with a well-rounded, rewarding internship experience as well as an inside look into what it’s like to work for a global financial services organization that has been innovating and serving clients since 1784. With projects specifically chosen to both challenge and develop SAP participants, our summer analysts will gain valuable real-world experiences working in their respective line of business/function as well as learn to work together in collaborative teams.

From day one, summer analysts are immersed in BNY Mellon’s innovative and dynamic company culture as they will receive:
meaningful and challenging work assignments;
networking opportunities with peers, senior leaders and executives;
exposure to different areas of business;
comprehensive professional etiquette and financial services fundamentals training; and
understanding of BNY Mellon’s commitment to diversity and inclusion.

Program At A Glance:
9-week (EMEA) or 10-week (U.S.) summer internship assignment within an identified line of business or division of BNY Mellon* that combines learning with skill development through practical work and projects;
two-day in-person orientation/onboarding and virtual training curriculum; plus
career development and networking support from a host of corporate leaders including rotation assignment managers, senior mentors, peer mentors, business stakeholders and a dedicated program manager.
Potential Program Locations:
US: Pittsburgh, PA *New York, NY * Jersey City, NJ * Boston, MA * Lake Mary, FL
EMEA: London and Manchester (UK), Ireland, Wroclaw (Poland)

Program Highlights:
Small, selective program size that allows for more personal attention and support;
Participants can further develop their technical and business acumen skills/expertise, enhance leadership abilities and build networks across the organization;
Robust onboarding and training curriculum designed specifically for summer analysts;
Full commitment from top-level management to make our program the premier internship/talent pipeline program within the financial services industry;
Opportunity to apply for one of our full-time pipeline leadership programs, including the Emerging Leaders Program (ELP) and Technology Leadership Program (TLP).
Post-SAP Opportunities:
SAP aims to create a pipeline of talent to feed entry-level pipeline program and entry-level full-time position hiring needs. Upon successful completion of the program as well as overall performance and business need, there are potential full-time employment opportunities that our summer analysts may apply for, including the Emerging Leaders Program (ELP), Technology Leadership Program (TLP) and full-time direct hire roles.
Qualifications
Program Eligibility/Qualifications:
Enrollment in a 4-year undergraduate (U.S.) or full-time undergraduate (UK) degree program with a strong focus on business-related and/or technology-related majors;
Rising senior (U.S.) or penultimate year students (UK) during summer 2019;
Minimum cumulative GPA of 3.2 or better (U.S.) or 2:1 (UK);
Well-rounded and balanced background including demonstrated leadership abilities;
Strong written and oral communication skills;
Not require sponsorship for employment visa status (now or in the future) in the region where they apply.
Please note: all technology SAP candidates must also obtain a passing score on BNY Mellon’s Hacker Rank coding challenge



BNY Mellon is an Equal Employment Opportunity Employer.
Our ambition is to build the best global team – one that is representative and inclusive of the diverse talent, clients and communities we work with and serve – and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United Kingdom-Greater London-London
Job: Asset Servicing
Internal Jobcode: 52255
Organization: Data-HR08406
Requisition Number: 2006478",-1,BNY Mellon,"London, England",-1,-1,-1,-1,-1,-1
55,Data Support L1 Analyst - Financial Services,£23K - £25K (Glassdoor est.),"Company & Team – “About Us”
The IHS Markit DeltaOne Support Team is comprised of subject matter experts in corporate actions, stock lending programmes, Indices, ETFs and fixed income, dedicated to providing a best in class experience in product onboarding, pro-active relationship management and customer communications, resulting in enhanced customer satisfaction and retention levels.
You will be a part of a team that provides 1st and 2nd line support for all existing IHS Markit DeltaOne products. We work closely with our Product, Operations and Business Development teams to ensure we exceed our customers’ expectations and deliver a first-class service.
Duties and Responsibilities – “Your Role”
As a System Support L1 Analyst, you will be working in a fast-paced and demanding environment where you will become a subject matter expert for the support and troubleshooting of our bespoke DeltaOne product applications. Your role will be focused on managing customers case inflows through our CRM system, answering data queries and ensuring that our business applications run smoothly. You will also be tasked to improve the end user experience by ensuring they operate our applications effectively and efficiently, and you will be encouraged to provide proactive insights or suggestions for enhancements and improvements.
Working with our existing global teams, you will be responsible for:
Management and System Support
Manage and monitor high volume of incoming customer queries through our CRM system
Categorize and distribute customer queries across to the different support specialist within the team for query resolution.
User Support
Troubleshoot both the customer application UI and backend database against various application systems errors (e.g. data load failures, application issues, system bugs) while providing customer facing feedback and progress visibility
Address data quality queries by executing SQL statements to confirm data accuracy against vendor data sources and backend tasks.
Job Requirements – “About You
You have:
Strong communication skills with the ability to multi-task and work under pressure.
Experience in working in a high pace environment
Experience in communicating and coordinating with internal/external groups to achieve problem resolution under tight SLA’s.
Recently graduated with a minimum 2:1 honours
It’s a bonus if you also have (Optional):
Experience with SQL Server, XML, JAVA or Python
Experience with a Ticketing system (CRM)
Financial knowledge of corporate actions, stock lending programmes, indices, ETPs or fixed income
Job Benefits – “What we offer”
Cash incentive plan and equity award
Options to work from home
Flexible working hours to allow you to attend your family
Opportunity to work with world experts in the field
#LI-BS1
-
Inclusion and diversity are critical to the success of IHS Markit, and we actively encourage applications from people of all backgrounds. We are committed to providing equal employment opportunity without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, status as a protected veteran, or any other protected category. For more information on the many ways in which we enthusiastically support inclusion and diversity efforts for both candidates and employees, please access our Inclusion & Diversity Statement here.
We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.
IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.
For information please click on the following links:
IHS Markit Business Code of Conduct
Right to Work
EEO is the Law
EEO is the Law Supplement
Pay Transparency
-
Current Colleagues
If you are currently employed by IHS Markit, please apply internally via the Workday internal careers site.",4.1,"IHS Markit
4.1","London, England",10000+ Employees,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD)
56,Senior Data Analyst (Looker/dbt/Snowflake),£23K - £25K (Glassdoor est.),"Senior Data Analyst (Looker/dbt/Snowflake)
Have you got solid Looker experience? Have you got strong LookML? Do you want to work for a company that has weathered 2020 well and looking forward to a strong 2021? Do you want the opportunity to continue working with a modern data stack?
If so…I’m looking for a confident analyst for a well-funded tech company that subscribed to the benefits of remote working long before Covid hit.
What you’ll be doing:
You’ll be help drive a self-service culture through training and workshops, Delivering insights through Looker to help the business continue to grow and maintaining the current data stack of Looker/Snowflake/dbt.
What you'll need:
Experience of working with Looker (this is a must have!)
Advanced SQL
Strong stakeholder management experience
The ability to communicate confidently and concisely
Experience in a fast-paced environment highly beneficial
Experience working with Snowflake and dbt will guarantee an interview!
This job presents an opportunity to join a fast-paced tech company and work with arguably the most modern BI stack going at the moment. If you want a role where your work will make a direct impact on the company’s future, this is the one!
Job Types: Full-time, Permanent
Salary: £60,000.00-£70,000.00 per year
Schedule:
Monday to Friday
Work remotely:
Yes",-1,Modern Stack Recruitment,"London, England",-1,-1,-1,-1,-1,-1
57,Advanced Data Insight Analyst III (Marketing Analytics),£23K - £25K (Glassdoor est.),"Expedia

Are you passionate about statistics and data analytics? Do you have experience in marketing analytics and are interested in helping us solve tough problems in partnership with some of the brightest marketers in the world? We’d like to hear from you!

At Expedia Group (EG) Analytics we are looking for a curious and hard-working individual with a strong statistical and analytical background.

The role will be responsible for establishing methods and tools for assessing effectiveness of marketing initiatives, ensuring methods are used across all Expedia Group brands and results of analyses can be actioned upon. You will work closely with other highly skilled analysts across EG, partnering with our digital marketing teams, as well as colleagues across Data Science, Capital Allocation, Finance, and Product. You will also collaborate with specialists at our top marketing partners such as Google and Facebook.

This job is for you if you are comfortable in tackling sophisticated analytical problems, you are resilient and strive to make a difference ...and are seeking a stimulating role within a fast-paced and fun business!

We believe in flexible working and this role could be fulfilled on a flexible working set-up, this can be discussed during the interview process.

What you'll do:

You will be working on a variety of projects in the realm of marketing testing, including:
Establishing and embedding solid practices for testing and measurement of digital marketing activities across all EG brands, including designing and analysing studies to understand the incremental value of our marketing spend
Working with statisticians around the business to devise innovative ways to understand marketing efficiency when testing is not possible, including building models to predict the incrementality of marketing campaigns
Improving and devising approaches for overcoming common testing limitations and tackling problems such as impacts on customer lifetime value, seasonality, and cross device behaviour
Defining requirements and building prototypes for tools/datasets/visualisation products required to automate testing processes
Collaborating with external partners (such as Google and Facebook) to improve methodologies and tools for measuring the effectiveness of our investments with them
Constantly assess the status quo, find and discuss opportunities for optimisation, simplification and acceleration of current processes
Who you are:
5+ years’ experience working in a role focused on analytics, data science or similar
Strong SQL skills, proficiency and experience in coding with R or Python
Good knowledge of statistical modelling techniques (previous experience in predictive analytics is a strong plus)
Excellent project and partner management skills: demonstrated ability to independently lead more projects simultaneously and timely
Ability to communicate sophisticated concepts concisely and clearly
Demonstrate a solid understanding of online marketing and of the application of statistical techniques in testing (experience in leading tests end to end is advantageous)
Excellent analytical problem-solving skills and can-do attitude
Why join us:
Expedia Group recognizes our success is dependent on the success of our people. We are the world's travel platform, made up of the most knowledgeable, passionate, and creative people in our business. Our brands recognize the power of travel to break down barriers and make people's lives better – that responsibility inspires us to be the place where exceptional people want to do their best work, and to provide them the tools to do so.
Whether you're applying to work in engineering or customer support, marketing or lodging supply, at Expedia Group we act as one team, working towards a common goal; to bring the world within reach. We relentlessly strive for better, but not at the cost of the customer. We act with humility and optimism, respecting ideas big and small. We value diversity and voices of all volumes. We are a global organization but keep our feet on the ground so we can act fast and stay simple. Our teams also have the chance to give back on a local level and make a difference through our corporate social responsibility program, Expedia Cares.
If you have a hunger to make a difference with one of the most loved consumer brands in the world and to work in the dynamic travel industry, this is the job for you.
Our family of travel brands includes: Brand Expedia®, Hotels.com®, Expedia® Partner Solutions, Egencia®, trivago®, Vrbo®, Orbitz®, Travelocity®, Wotif®, ebookers®, CheapTickets®, Hotwire®, Expedia® Media Solutions, CarRentals.com™, Expedia Local Expert®, Expedia® Cruise® and SilverRail Technologies, Inc. For more information, visit www.expediagroup.com.
Expedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, gender, sexual orientation, national origin, disability or age.",4.2,"Expedia
4.2","London, England",201 to 500 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
58,UK Senior Data Analyst (Marketing Performance),£23K - £25K (Glassdoor est.),"About WW:
WW is looking for candidates to help change people’s lives. We are a global wellness technology company inspiring millions of people to adopt healthy habits for real life. We do this through engaging digital experiences, face-to-face workshops and sustainable programs that encompass healthy eating, physical activity and positive mindset. By drawing on over five decades of experience and expertise in behavioral science, we build communities in order to deliver wellness for all. To learn more about WW and jobs with a purpose, visit www.ww.com/uk/careers
Mission: We inspire healthy habits for real life*
*For people, families, communities, the world – for everyone.
Role Overview:
We are now looking for a talented Data Analyst to join our growing Analytics group to help drive a data-first culture across WW. The data analyst will work closely with our Performance Marketing team, but is ultimately responsible for ensuring the entirety of the UK business becomes smarter and more strategic about how they use data. With 5mm+ members logging food, activity, looking at recipes and interacting in a private social network, there are multiple billion actions that take place every month and can be mined in our data warehouse. On a day to day basis you should expect that you are working in databases, writing queries, and pulling your own data.
In addition to helping with reporting and ad-hoc analytics, you will be looked to as someone who can contribute valuable ideas into the future opportunities of the team. You are expected to be just as much a consultant as you are an analyst. You should strive to educate and influence the team you work on, starting from the data and bubbling it up to ideas and opportunities to execute against. You will be expected to collaborate and align with members of the Global Analytics team, and the Global data strategy, as well as your business stakeholders in the UK office, always taking a collaborative approach making sure local requirements are met within a global structure.
Finally, act as a thought leader / partner on all new initiatives. Drive discussions based on data analysis and insight in order to steer programmes to constantly be optimised to exceed targets and KPI’s.
Key Responsibilities (fall into 3 main buckets):
Data usage for Marketing and Commercial - put data at the centre of our (new and existing) marketing campaigns and initiatives to ultimately:
Increase retention of our members, and ultimately LTV
Get members to buy products from our ecommerce shop, more often (increase frequency / increase basket size)
Leveraging machine learning techniques like look alike modelling, propensity modelling, attribution modelling, etc.
Ensure a single integrated (customer 360) framework for evaluating performance of various performance marketing channels and teams including: social, digital and CRM teams (incorporating, where appropriate, social, search, digital and web data analysis).
Ensuring a test, learn, optimise culture is embedded throughout the team.
Data usage for Operations and Customer Experience - put data at the centre of our Customer Experience and Operations team to ultimately:
Increase attendance to our Virtual and Physical workshops
Increase member usage of our app (i.e. daily tracking) through understanding of the data we hold on our members
Data usage for our Health Solutions Team - put data at the centre of our Health Solutions Team to ultimately:
Provide (anonymised) key learnings and improvements of our members on the programme to the NHS to validate the success of our partnership
Key Skills/Competencies:
6+ years of analytics or quantitative experience in which you extracted meaningful insights from big datasets.
Strong Knowledge of BigQuery and SQL is absolutely critical. You will be expected to build your own datasets . You should be comfortable writing queries that are optimized for readability and performance.
Experience with test design, KPI development and post campaign analysis.
Experience in management consulting / marketing agencies consulting / CRM / data consulting agencies / subscription or membership business a plus.
Experience with using BI tools.
Well versed in data and technology and associated software and programmes to execute best in class reporting, modelling and analysis.
First hand work experience with machine learning will be helpful (though building ML models is not your day to day job).
Strong business acumen with the ability to ask the “right questions” of the data.
Creative thinking and team player.
Consulting / Agency experience a plus.
Impact Behaviors:
Our Organisational values and how we behave and have an impact on each other and our members, is something that is very important to us as a business. The Behaviours we must embrace and the actions we must take in order to achieve a professional business.
Below are behaviours we believe must happen, so we can maintain a happy healthy relationship with each other and our members:
Stay Curious: Approach situations with an open mind and explore things from different vantage points. Make the effort to look beyond the obvious, embrace new experiences and explore the unknown.
Win Together: Harness the power of our global network, embrace diversity, engage in meaningful collaboration and invest in each other's success.
Act Boldly: Make our mark in the world. Focus on the exponential rather than the incremental. Dare to imagine what 10X could be and then create the plan to get there.
Make a Difference: Invest deeply in each other both personally and professionally. Act with empathy and be aware of the impact we can have on each other and the world.
Equal Opportunities & Diversity at WW
We love the fact that we’re all different and we encourage individuality; as a result WW
promotes a working environment in which diversity is recognised, valued and
encouraged. We acknowledge the multi-cultural and diverse nature of the UK. We are
committed to principles of fairness and mutual respect where everyone accepts the
concept of individual responsibility.
To find out more about how WW handles your personal data:
https://www.weightwatchers.com/uk/gdpr-information-notice
Job Type: Full-time
Schedule:
Monday to Friday
Experience:
Google BigQuery: 1 year (Preferred)
SQL: 1 year (Required)
creating and using datasets: 1 year (Preferred)
Work remotely:
No",-1,WW GBR Ltd,"Maidenhead, England",-1,-1,-1,-1,-1,-1
59,Advanced Data Insights Analyst III (Marketing Analytics),£23K - £25K (Glassdoor est.),"Expedia

Interested in applying your analytical mind to how an online travel company build its branding? Here, we offer the opportunity to apply your education and experience to ground-breaking techniques in the digital marketing arena. We’re looking for a hardworking and intelligent Advanced Data Insight Analyst III to provide analytical and strategic decision support to the Expedia Group (EG) Brand Marketing and Group Media. We work closely with our marketing teams to identify and measure opportunities that improve brand positioning and media effectiveness.

Given the fast pace and change in the online travel marketing landscape, this position will challenge even the quickest thinking of candidates as we build our understanding of brand building and media performance. We want to better understand the brand engagement journey through brand marketing channels (such as offline TV, digital). You will have strong exposure to in-house measurement approaches (e.g. geo-measurement), external media measurement products (e.g. Samba TV) and/or brand awareness lift studies. Ultimately, you will recommend how we can best utilize them to improve the EG brands perception and experience. If you are passionate about results, a self-starter, and have proven success in using analytics to drive decision making and innovation, this position is perfect for you! We creatively tackle complicated business problems by converting raw data into meaningful and impactful business insights.

What you’ll do:
Extract data from multiple data sources and combine into the required datasets for model building or analytics.
You will develop basic solutions utilizing standard software libraries/packages.
You will solidly understand hypothesis testing.
You will reflect a deep understanding of business requirements in model output. Adhere to standard methodologies, academic research and experience.
Know and apply data visualization principles consistently resulting in clear and consistent outcomes.
Understand and make recommendations on processes, objectives, and challenges and their impact on the business.
Have an extensive experience of big data architecture (streaming events, data lakes, analytics engines) and relational database models as it relates to analytics.
You will frame Expedia's most complex business problems as an analytics problem and concrete set of analytical tasks.
Who you are:
Bachelor's, Master’s, PhD or Equivalent Experience; Mathematics, Science, Statistics degree or a related Technical field; or Equivalent related professional experience is applicable.
Familiar with SQL, Python or R, or any other major ML programming language
Operates largely independently and mentors more junior colleagues.
Develops and drives significant and sustained change and performance improvement from data-driven insights in a number of different areas or contexts.
Prior experience in brand marketing and cross-media measurement or equivalent related professional experience a plus
Why join us:

Expedia Group recognizes our success is dependent on the success of our people. We are the world's travel platform, made up of the most knowledgeable, passionate, and creative people in our business. Our brands recognize the power of travel to break down barriers and make people's lives better – that responsibility inspires us to be the place where exceptional people want to do their best work, and to provide them the tools to do so.

Whether you're applying to work in engineering or customer support, marketing or lodging supply, at Expedia Group we act as one team, working towards a common goal; to bring the world within reach. We relentlessly strive for better, but not at the cost of the customer. We act with humility and optimism, respecting ideas big and small. We value diversity and voices of all volumes. We are a global organization but keep our feet on the ground, so we can act fast and stay simple. Our teams also have the chance to give back on a local level and make a difference through our corporate social responsibility program, Expedia Cares.

If you have a desire to make a difference with one of the most loved consumer brands in the world and to work in the dynamic travel industry, this is the job for you.

Our family of travel brands includes: Brand Expedia®, Hotels.com®, Expedia® Partner Solutions, Egencia®, trivago®, VRBO®, Orbitz®, Travelocity®, Wotif®, lastminute.com.au®, ebookers®, CheapTickets®, Hotwire®, Classic Vacations®, Expedia® Media Solutions, CarRentals.com™, Expedia Local Expert®, Expedia® CruiseShipCenters®, SilverRail Technologies, Inc., ALICE and Traveldoo®.

Expedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, gender, sexual orientation, national origin, disability or age.",4.2,"Expedia
4.2","London, England",201 to 500 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
