,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
20,Data Implementation Analyst,-1,"Data Implementation Analyst
£350 - £450 per day
Remote
Marketing Agency
Are you looking for a role that will help to Improve and diversify your skillset? Looking for the opportunity to be part of a forward thinking company? Keep reading!
The Company
We are working with one of the most established marketing agencies in the digital space to add a Data Implementation Analyst onto their team. A proven track record in producing high performance and high quality marketing for a variety of national and global brands, they are looking to expand their reach globally and therefore expand the team to assist the vision. With a culture that embodies delivery alongside curating lasting relationships both with colleagues and clients, you'll be in an environment that champions self-development.
The Role
As a Data Implementation Specialist, you'll be reporting to the Data Analytics Manager, alongside being in constant collaboration with the Software Development team and in frequent communication with management.
As a Data Implementation Specialist you'll be expected to:
Transform the business vision into technical specifications in line with guidelines specified by the Digital team
Work with engineers in the Software teams to implement tracking in iOS, Android Apps and websites
Collaborate with the QA team to deal with troubleshooting analytics related issues and to double check tech implementations.
Provide expertise concerning developing the solution roadmap for tracking across the business
The ideal Data Implementation Specialist will have:
Experience in Adobe Analytics and/or Google Analytics, HTML, JavaScript, and web tagging
Hands on experience in Adobe tracking, preparing technical specifications, helping engineers through implementation and testing
Produced dashboards and reports using Google Data Studio or Power BI
It would be a distinct advantage if you have:
Ability to work on multiple assignments in a fast-paced environment
Proven track record of working with various internal and external stakeholders
HOW TO APPLY:
Please register your interest by sending your CV to Zavina Johnson via the Apply link on this page.",3.9,"Harnham
3.9","London, England",51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
21,Data Analyst - Supply Chain Analytics,£27K - £34K (Glassdoor est.),"Data Analyst - Supply Chain Analytics


at Ocado Group
Hatfield, Hertfordshire, UK

Is data your passion? Do you want to drive insight from data to enable senior stakeholders to make the right decisions? We have an exciting new opportunity for a Supply Chain Analyst to join our Supply Chain Analytics team permanently in Hatfield.

In Ocado Logistics we support all UK based Supply Chain operations for Ocado Retail and Morrisons online. We are constantly seeking to improve the way we do things in a changing business and this also involves working closely with developers in Ocado Technology to find the best way forward. In this role is it essential to become an expert in Ocado's in-house systems and to be comfortable interrogating and manipulating our Big Data. You’ll work with our partners to spec, design and develop tools and dashboards that bring the data to life, delivering recommendations to senior stakeholders and driving operational decisions.

What will you be doing?
Extracting, manipulating and analysing data to provide critical management information reports or dashboards, to enable decision making on the key questions facing the supply chain team
Providing concise and clear suites of reports to senior stakeholders, to improve the quality of decision making within the department
Writing code via SQL in Oracle and Google BigQuery to extract appropriate data from related databases and datastores
Problem solving individually and with the analyst team as our business grows rapidly
Working collaboratively with both external and internal teams and stakeholders to drive quality and efficiency
Liaise with external partners to understand data requirements and develop and test solutions.
Leading and supporting projects such as laying data pipelines and to facilitate the launch of our newest robotic warehouses.
Investigating ad hoc queries and troubleshooting problems to support other teams in supply chain complete their daily work and projects
Publishing and reporting on supply chain’s core KPIs
Becoming an expert on our systems and processes in order to consult on developments required to continue Ocado’s growth
Working individually and as part of a team to provide solutions
About you...
You'll be an accomplished analyst with experience working in multi-function, fast-paced environments. Ocado is growing fast and so is the demands of the business
Demonstrable methodical and structured train of thought
Exceptional analytical and problem-solving skills
Strong attention to detail
Articulate and persuasive - you will be able to explain complex ideas and data findings to key stakeholders
Analyst with SQL experience working with Big Data preferred
Strong command of Excel, VBA and/or analytical SQL, or similar to these (e.g. SAP, SPSS, SAS, programming experience)
About Ocado Group

When our journey started, we were all about changing the way people shop for groceries. 20 years later, we’re a FTSE 100 business developing our own groundbreaking technology, opening multiple sites at an accelerating rate and engaging in exciting new business partnerships around the world!

Transforming an industry means also transforming the way we do business. As we continually develop new technologies and customer propositions, we’re looking for the brightest talents to lead us into the next stage of our evolution: enhancing our capabilities, inspiring our teams and developing new ways of working.

Only a 20-minute commute from London King’s Cross and with a free shuttle bus provided from Hatfield Station to the office

What will I get in return?
Competitive salary and benefits including Free Shares and Life Assurance
15% off your Ocado shopping
Onsite subsidised café and company shop offering discounts of up to 70% on groceries from leading brands and major retailers
Private Healthcare
National discounts including Vodafone, Merlin Attractions, Enterprise Car Hire and many more
Enhanced Pension scheme - matching up to 7% of your contributions
Employee Assistance Programme
Equal Opportunity Employer

Ocado is an equal opportunities employer and it takes its obligations under the Equality Act 2010 and Rehabilitation of Offenders Act 1974 very seriously. We treat all our employees fairly and equally, regardless of their gender, sexual orientation, marital or civil partner status, gender reassignment, race, religion or belief, colour, nationality, ethnic or national origin, disability, age, pregnancy and maternity, trade union membership or offending background, or the fact that they are a part-time worker or a fixed-term employee. Our employees and applicants for employment shall not be disadvantaged by any policies or conditions of service which cannot be justified as necessary for operational purposes.


#LI-JF1",3.9,"Ocado Engineering
3.9","Hatfield, East of England, England",1001 to 5000 Employees,2000,Company - Public,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",Unknown / Non-Applicable
22,Senior Data Analyst - People,£65K (Glassdoor est.),"We're Checkout.com

We're building the connected finance businesses deserve. Unleashing them with tomorrow's technology, today. Our flexible payments solutions help global enterprises — like Samsung, Deliveroo and Adidas — launch new products and create experiences customers love. And it's not just what we build that makes us different. It's how.

We liberate smart, passionate people to collaborate, innovate and do their best work — faster. That's why we're one of the most valuable fintech firms around. But we're just getting started. By cutting through financial complexity, we'll empower companies to change the world. Join us. Unlock your potential.

Build tomorrow, today.

Senior Data Analyst at Checkout.com

The Business Intelligence Team is looking for a Senior Data Analyst to look after the company’s people intelligence domain. This role will be looking after the end-to-end delivery of the reporting solutions required by the company’s internal People Team. Some key challenges will consist in answering the strategic and tactical needs of the People Team as the company scales, ensuring the operational excellence of people-related reporting, and later on scaling your own team to adapt to the company’s expansion.
About you:
3+ years as a Data Analyst in a fast-paced tech startup
Understanding of analytical methods (probability, statistics, and machine learning)
Excellent experience with SQL or Python
Experience with Data Visualisation tools (Looker, Tableau, PowerBI, etc.)
Experience implementing Data Warehouse models (dbt, Kimball and/or Data Vault) and ETL processes
Experience using Git and familiarity with Continuous Integration and Deployment in a Data Warehouse context
Extensive experience working with HR/People teams, providing them with services such as reporting, analytics and ad-hoc data requests
Proven project management skills: roadmap, prioritisation and stakeholder management
Strong leadership ability and excellent communication skillsBSc/BA (or above) in Computer Science, Engineering or relevant fields (Statistics, Mathematics, Economics, etc.)
What you will be doing:
Drive the discovery process to define current/future reporting/analytics needs for our People department
Lead the generation analytical insights using advanced statistics and data science
Own the end-to-end delivery of those reports/analyses (including QA)
Ensure those reports are operationalised (support, incident management, etc.) working with our Data Engineering Team and our Data Ops Team
Communicate roadmap and milestones efficiently to key stakeholders and across the business
Manage and scale the team required to help us reach excellence in each of the goals above, including co-hiring & training of analytic translator(s) inside the people team when relevant

If you don't meet all the requirements but think you might still be right for the role, please apply anyway. We're always keen to speak to people who connect with our mission and values.

What we stand for

At Checkout.com, everything starts with our values, including the experience we offer our people.

#Aspire
We supercharge your professional growth with career development programs and leadership training. You can learn your way, with tailored pathways and online platforms. And be inspired at relevant conferences.

#Excel
We don't stop at 'good' here. We strive for excellence amongst our teams every day and recognize colleagues who take it to the next level through our quarterly peer-nominated Hero awards.

#Unite
We're proud of our global connections and inclusive environment. So we champion this through our colleague-led community groups and celebrate many cultural events together.

Want to see us in action?

Take a peek inside here.

More about Checkout.com
We empower businesses to adapt, innovate and thrive with the connected payments they deserve. Our technology makes payments seamless. We provide the fastest, most reliable payments in more than 150 currencies, with in country acquiring, world-class fraud filters and reporting, through one API. And we can accept all major international credit and debit cards, as well as popular alternative and local payment methods. Checkout.com launched in 2012, and we now have a team of 750 people across 13 international offices. In May 2019, we raised $230m in Europe's largest ever fintech Series A round, and globally the third largest. In May 2020, we completed a $150m Series B funding round, tripling our valuation to $5.5bn.

We believe in equal opportunities
Checkout.com is an equal opportunities employer. We welcome applications from all members of society irrespective of age, sex, disability, sexual orientation, race, religion, or belief. We make recruiting decisions based on your experience, skills and personality. We believe that employing a diverse workforce is the right thing to do and is central to our success.
Note for applicants
As we receive a large number of applications, we can only get in touch with successful applicants. If you haven't heard from us within three weeks, you can assume you've not made it through this time. Thanks for your interest and good luck!",4.5,"Checkout.com
4.5","London, England",501 to 1000 Employees,2012,Company - Private,Financial Transaction Processing,Finance,$50 to $100 million (USD)
23,Senior Data Analyst,-1,"About Us

Receipt Bank is a rapidly scaling FinTech business on a mission to disrupt the world of accounting and bookkeeping. Our products allow hundreds of thousands of SMEs and their accounting partners unlock the value of accounting data and automate bookkeeping processes through our award winning AI.

Founded in 2010, our growth over the last 3 years has been +100%, we've opened offices globally, raised over $130m in Private Equity investment and won a number of awards along the way! Receipt Bank is a disruptive solution in the accounting industry and our colleagues have the curiosity and ingenuity to thrive in that environment.

We are now seeking a Senior Data Analyst to join our BI & Analytics team to provide forecasting, measurement and reporting of all marketing activities and help in defining the strategy through analysis and data. The Senior Data Analyst will also support general insights and analytics for Receipt Bank’s direct /ecommerce business.

The role - what you’ll do:
Support both the marketing and ecommerce (Direct) teams by building reports and dashboards, producing insights and data to the business and applying predictive modelling to drive business performance.
Act as an advisor to the marketing team, generating insights and advice
Mine Web Data to identify opportunities and build models that improve conversion and engagement on the Receipt Bank websites
Build Attribution Models and optimise offline and online Marketing Mix to drive growth
Work with product, tech & data teams to define requirements and review solution builds, to ensure data is logged and collected to answer business questions
Drive thought leadership across the business: Recommend optimal business strategies based on historical performance, predictive analytics and scenario analysis
Work with a centralised analytics team to answer fundamental business questions that may not be directly marketing related
Build reports, dashboards, and other data tools that enable self-service
About you - what we are looking for:
Demonstrable experience in a marketing analytics role
Experience of working within a B2B SaaS environment
Good understand of SQL, Python and Looker or equivalent dashboards
Highly numerate and comfortable producing analysis and insights
A background in statistics and knowledge of AB testing
Previously worked with Salesforce data
Pro-active, solution-focused attitude
Initiative to seek out answers and implement solutions
Willingness to learn the technical skills required as the role grows and to take ownership for your own development",3.7,"Receipt Bank
3.7","London, England",201 to 500 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
24,Data Analyst (Reinsurance),£29K - £36K (Glassdoor est.),"We have a fantastic opportunity to join our Marine and Energy Team.
What can you expect?
This position is for a Marine and Energy Reinsurance Data Analyst. This role provides support to the broking and analytical team through the preparation and analysis of client data. This position is crucial in the preparation of client project work and the transaction of Reinsurance placements.
What will you be rewarded with?
Good work life balance with a competitive salary
Comprehensive benefits programs including: excellent pension contributions, private health insurance, tuition assistance, pension, employee assistance program, career mobility, employee network groups, volunteer opportunities, and other programs
26 days’ holiday with the option to buy or sell up to 5 days per year
We will rely on you to:
Clean, join and aggregate data from multiple internal and external data sources
Ability to identify and resolve problems, think creatively, strategically and analytically
Solve problems with a collaborative, multidisciplinary approach, combining technical expertise with business knowledge
Work with large data sets and create processes for efficient analysis and management of data
Ability to communicate results to diverse audiences through various methods.
What you need to have:
Experience working with Excel, VBA, Python and/or R (self taught or through your current role/ most recent role)
Experience working with small and large data sets
What makes you stand out:
Alteryx Designer Advanced certification
About Guy Carpenter
Guy Carpenter & Company, LLC is a leading global risk and reinsurance specialist with more than 3,100 professionals in over 60 offices around the world. Guy Carpenter delivers a powerful combination of broking expertise, trusted strategic advisory services and industry-leading analytics to help clients adapt to emerging opportunities and achieve profitable growth. Guy Carpenter is a business of Marsh & McLennan Companies (NYSE: MMC), the world’s leading professional services firm in the areas of risk, strategy and people. The company’s 75,000 colleagues advise clients in over 130 countries. With annualized revenue approaching $17 billion, Marsh & McLennan helps clients navigate an increasingly dynamic and complex environment through four market-leading companies including Marsh, Mercer and Oliver Wyman. For more information, visit www.guycarp.com and follow Guy Carpenter on LinkedIn and Twitter @GuyCarpenter
We embrace a culture that celebrates and promotes the many backgrounds, heritages and perspectives of our colleagues and clients regardless of their gender expression or identity, marital or civil partnership status, ethnic origin, nationality, age, background, disability, sexual orientation or beliefs. We are proud of our inclusive culture where everyone feels empowered to bring their whole selves to work and thrive. Learn more about our foundational values, mission and vision for the future by reviewing our Greater Good Policy.",3.7,"Marsh and McLennan
3.7","London, England",10000+ Employees,1871,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD)
25,Agriculture Data Support Analyst,£36K - £40K (Glassdoor est.),"Agriculture Data Support Analyst
- 2100007L)

Agriculture Data Support Analyst

The purpose of this role is to work in collaboration with the wider Agriculture Data Team to ensure that Sainsbury’s has access to actionable insight from agriculture data.
You will support the wider Agriculture Data team with the implementation of data collection and data flow processes, to enable the delivery of Sainsbury’s Agriculture Strategy. You will ensure up to date user-friendly access to data and insight will be provided, to both internal and external stakeholders, enabling data-driven decisions. You will deliver this by working collaboratively with Agriculture Managers, cross functional teams and Sainsbury’s value chain partners.


What you need to do
Support the development of new data collection processes from source to Sainsbury’s environment.
Identify opportunities to improve existing agriculture data gathering and data flow processes
Ensure engagement of Agriculture Managers and cross functional teams on data collection processes.
Engage farmers, suppliers, consultants and other third parties in data collection processes.
Build relationships with agriculture consultants and ensure all data collected by them is shared and stored correctly.
Ensure all agriculture data collected is shared and made available to the wider Agriculture Team.
Provide internal and external stakeholders with up to date access to user-friendly agriculture reports.
Provide ad-hoc information, data and insight to support the wider Agriculture team with supplier meetings.
Build relationships and work closely with Sainsbury’s Tech Data Team.
What I will need to know
A passion for food, agriculture and numbers to support the delivery of efficiency savings, improved quality and product availability.
Demonstrable expertise in the use of data and understanding data sources.
Be able to articulate the use of insight to direct activity and measure success.
Ability to translate complex problems into easy to communicate processes.
A clear coherent understanding of supply chains and the basic components.
Excellent communication, relationship building and influencing skills.
What I will need to show
Ensure stakeholders have up to date user-friendly access to agriculture data and insight.
Become a point of contact between our agriculture consultants and the Agriculture Data Team.
Collaborative working with agriculture colleagues, cross functional teams and suppliers to deliver our core business priorities.
Effective planning and prioritisation.
Excellent self-awareness and communication.
Resources available to me
Sainsbury’s Agriculture Data Team support
Sainsbury’s Tech team
Performance development reviews and a personal development plan
My Sainsbury’s Learning- Sainsbury’s Brand Training Courses and Store Support Centre behavioural personal development courses
#LI-DC2

Primary Location
GB-London
Work Locations
Holborn Store Support Centre and Home Sainsbury's Supermarkets Ltd 33 Holborn London EC1N 2HT
Job
Planning
Schedule
Full-time
Advertised Salary Competitive plus benefits",3.6,"Sainsburys
3.6","London, England",10000+ Employees,1869,Company - Public,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
26,Business Science - Data Analyst,£23K - £46K (Glassdoor est.),"Business Science Worldwide – Data Analyst

Business Science
Set up over twenty year ago; this specialist analytics team is part of the Systems Intelligence Unit within MediaCom. Business Science ensures MediaCom delivers meaningful Outcomes for our clients by measuring what matters and hard-wiring insights back into the planning and buying processes to drive business results.
The Worldwide team acts as a catalyst for many of our global clients ensuring best practice across a range of disciplines such as: budgeting, KPI & measurement frameworks, results management and reporting outcomes. We often conduct measurement studies; bringing in other teams as appropriate. The key clients we are currently recruiting for are Adidas, Universal and Mars.

Objectives of the Role
This is a great opportunity to work with local markets and central team members to deliver new, hero planning tools and contribute to the development of the toolkit used at the heart of our Systems Thinking way of working.
You will be working on the most used stage within our planning System - Planner, plus other client-specific projects that support our Global network of users. These products will be fundamental to improving our work as MediaCom teams across the world and help set us apart from competitors.
This system brings together data from across WPP, GroupM and MediaCom and is our new global way of working. It also will involve working with key decision makers at both a global and local market level to improve our products and help adoption globally. This role involves working closely with local market teams across the network to gather data, train and support their use of the tools.
Duties and Responsibilities

Liaise with markets and develop good relationships to get good quality media data and feedback
Work collaboratively with Global Insight, Strategy, and Systems Planning teams to ensure progress of tool adoption and future development of key stages of The System
Support and help with other data projects and tools which sit alongside The System and are key to client business and market knowledge.
Help users understand the tools at both an entry and expert level. Be the go-to person for data questions around these tools
Produce training materials and help local teams to support themselves
Support client teams and New Business in using and understanding the tools
Help to upsell Business Science projects for bespoke client calibration
Gather good examples of usage and circulate best practice examples

People Responsibilities
As part of a small Worldwide team we would expect you to work collaboratively and constructively with immediate colleagues and the wider client teams
You will need to keep line managers up to date with project progress; including anticipating problem areas in advance
Engage with the personal appraisal programme (MY360) that supports your development and progression within the company

Knowledge, Skills and Abilities
An understanding and appreciation of marketing and media landscape is ideal. Either Global experience or working in local markets
Analytical experience and attention to detail crucial
Understanding of the principles of marketing and advertising, as well as an understanding of media concepts and terms, creative and budget requirements
Keen to develop a detailed understanding of the data available for analysis so the context is understood, and results are pertinent
Self-driven/proactive candidate will get the most out of the role

Qualifications and Experience
Effective communicator & interpersonal skills: Speak, listen and write in a clear, thorough and timely manner using appropriate and effective communication tools and techniques. This role is about getting the best info from local markets – so effective communication and diplomacy is key
Problem solving: Assess problem situations to identify causes, gather and process relevant information, generate possible solutions, and make recommendations and/or resolve the problem
Contributing to effective Teamwork: work cooperatively and effectively with others, help resolve problems, and make decisions that enhance organizational effectiveness
Organisation: Set priorities, develop a work schedule, monitor progress towards goals – reporting back to team with progress
Strong numerical skills needed
Planning: Create and implement actions plans, and evaluate the process and results
Knowledge of Excel and/or SQL would be an advantage but not required

https://www.linkedin.com/company/mediacom",3.3,"MediaCom
3.3","London, England",1001 to 5000 Employees,1995,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$1 to $2 billion (USD)
27,Digital Data Analyst – CONTRACT,£21K - £32K (Glassdoor est.),"Category: Analytics & Insight
Type: Permanent
Job Reference: 830
Consultant: kate.mcdermott@bluepelican.com

Digital Data Analyst – CONTRACT
SQL & Google Analytics
** Global Digital Agency **

Join a forward thinking, innovative digital agency
Huge emphasis on growth and development, both technically and softer skills
Highly sociable and creative environment

SALARY £25k - £28k plus benefits
LOCATION 100% remote, then Birmingham or London
TERM 3 months, with likelihood of extension to follow

We are recruiting for an Insight Analyst to work for a global digital agency, specifically on a luxury automotive client.
You will join a growing analytics team, delivering a broad range of services from multichannel analytics, CRM, shopper marketing, consulting, social media, advertising to brand strategy and planning, digital platforms, products and build.
Reporting into a highly personable and credible manager, you will work in a diverse digital analytics role delivering projects across data science, tagging implementation, social media analytics and A/B testing. Ideally, we would like someone with skills in all of these areas, but wholly recognise this is very difficult to find! So, they are taking an open minded approach and would hire ‘potential’ over ‘years of experience’, as long as the aptitude for learning is there, coupled with an intellectual curiosity to problem solve.
Ultimately we are looking for a super bright, numerate insights analysts with a desire to diversify and develop their skill set across multichannel analytics and data science.
They operate a tech stack consisting of R, Python, SQL and Google Analytics, as well as a variety of social media listening tools including BrandWatch, Netbase and Hootsuite, but operate a free environment whereby you can leverage the most appropriate tools to deliver to the task in hand.
The culture is high performing, sociable, a natural home for ambitious types and high performers, so if it’s a steep learning curve you’re after, this would be a great move.
Experienced required:
Educated to degree level in a numerate subject
Skilled in using SQL to write code to an intermediate level for data extraction and manipulation is ESSENTIAL
Experience with Google Analytics or Adobe Analytics for digital insight analysis also ESSENTIAL
Ability to develop reports and communicate actionable insights off the back of these is key
Excellent communication and presentation skills
Ability to work well in a global, matrix environment
Ability to manage and prioritise several concurrent tasks, working independently
Ability to clearly explain complex technical ideas to multiple audiences both verbally and in writing

TO APPLY

For further information or to apply please contact:

Kate McDermott - Managing Consultant @ Blue Pelican Marketing


Share through your CV to kate@bluepelican.com
Text me on 07803 503780
Share through your LI profile if you’re non-active and simply curious

You don’t have to have a CV to find a new job! We’re always keen to talk to good data experts.

For more vacancies which may suit your needs, please visit us at www.bluepelican.com

To learn more about this role, please apply or contact Kate directly on kate.mcdermott@bluepelican.com
How to apply
If this position is of interest please send us your CV here, or you can call Kate McDermott direct on to discuss this and other vacancies that may suit.
Kate McDermott
Email: kate.mcdermott@bluepelican.com",3.8,"Blue Pelican
3.8","London, England",1 to 50 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
28,2021 Summer Analyst Program- Data & Analytics Solutions,£31K - £39K (Glassdoor est.),"BNY Mellons Summer Analyst Program (SAP) provides high-potential students with a well-rounded, rewarding internship experience as well as an inside look into what its like to work for a global financial services organization that has been innovating and serving clients since 1784. With projects specifically chosen to both challenge and develop SAP participants, our summer analysts will gain valuable real-world experiences working in their respective line of business/function as well as learn to work together in collaborative teams.

From day one, summer analysts are immersed in BNY Mellons innovative and dynamic company culture as they will receive:

· meaningful and challenging work assignments;

· networking opportunities with peers, senior leaders and executives;

· exposure to different areas of business;

· comprehensive professional etiquette and financial services fundamentals training; and

· understanding of BNY Mellons commitment to diversity and inclusion.

Program At A Glance:
9-week (EMEA) or 10-week (U.S.) summer internship assignment within an identified line of business or division of BNY Mellon* that combines learning with skill development through practical work and projects;
two-day in-person orientation/onboarding and virtual training curriculum; plus
career development and networking support from a host of corporate leaders including rotation assignment managers, senior mentors, peer mentors, business stakeholders and a dedicated program manager.
Potential Program Locations:

· US: Pittsburgh, PA *New York, NY * Jersey City, NJ * Boston, MA * Lake Mary, FL

· EMEA: London and Manchester (UK), Ireland, Wroclaw (Poland)

Program Highlights:
Small, selective program size that allows for more personal attention and support;
Participants can further develop their technical and business acumen skills/expertise, enhance leadership abilities and build networks across the organization;
Robust onboarding and training curriculum designed specifically for summer analysts;
Full commitment from top-level management to make our program the premier internship/talent pipeline program within the financial services industry;
Opportunity to apply for one of our full-time pipeline leadership programs, including the Emerging Leaders Program (ELP) and Technology Leadership Program (TLP).
Post-SAP Opportunities:

SAP aims to create a pipeline of talent to feed entry-level pipeline program and entry-level full-time position hiring needs. Upon successful completion of the program as well as overall performance and business need, there are potential full-time employment opportunities that our summer analysts may apply for, including the Emerging Leaders Program (ELP), Technology Leadership Program (TLP) and full-time direct hire roles.

Qualifications


Program Eligibility/Qualifications:

· Enrollment in a 4-year undergraduate (U.S.) or full-time undergraduate (UK) degree program with a strong focus on business-related and/or technology-related majors;

· Rising senior (U.S.) or penultimate year students (UK) during summer 2019;

· Minimum cumulative GPA of 3.2 or better (U.S.) or 2:1 (UK);

· Well-rounded and balanced background including demonstrated leadership abilities;

· Strong written and oral communication skills;
Not require sponsorship for employment visa status (now or in the future) in the region where they apply.
Please note: all technology SAP candidates must also obtain a passing score on BNY Mellons Hacker Rank coding challenge

BNY Mellon is an Equal Employment Opportunity Employer.
Our ambition is to build the best global team one that is representative and inclusive of the diverse talent, clients and communities we work with and serve and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.

Primary Location: United Kingdom-Greater London-London
Job: Asset Servicing
Internal Jobcode: 52255
Organization: Data-HR08406
Requisition Number: 2006478",3.4,"BNY Mellon
3.4","London, England",10000+ Employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
29,Data Networks Analyst,£25K - £32K (Glassdoor est.),"Data Networks Analyst
About Us
Our Data Networking department is recruiting a Data Networking Analyst to provide technical support for Harrod’s Data Network on both LAN, WAN, Wireless, Security and SDA environments. This role will work as part of a specialist team to support our Knightsbridge store and other satellite sites.
About You
You will be an experienced networking specialist with a strong customer service focus in your work and approach to working with stakeholders. You will have experience working on enterprise campus networks with over 1000 users and across multiple sites and working with exciting networking infrastructures. You will have experience managing day to day operation tasks, playing a hands-on role in the daily delivery of networking issues and improvements.
You will be self-sufficient and driven to develop your craft. You will have flexibility and readiness to adapt to changing priorities as well as work patterns, including out of hours support.
What to expect
In this exciting role you will ensure maximum service availability and performance through proactive monitoring, reporting, and planning. To contribute to the overall architecture and design of the Harrods Infrastructure. To work within the data network team providing proven technical support knowledge in two or more of the areas under the technical competencies section of this Job Profile.
Our promise to you
If you are looking to take the next step in your career with a dedication to Data Networking in a role that addresses real business operational challenge, this role will open doors for you. We offer great pathway opportunities to develop your career as a specialist in an environment unlike any other.
More immediately, you will benefit from an excellent benefits package, including a company pension, flexible working, 22 days’ holiday, and your birthday off, up to 33% in-store discount and a season ticket loan.
Uniquely you
At Harrods we believe the personality and authenticity of our people sets us apart. We celebrate and invite applications from all cultures, backgrounds, tastes and experiences and are proud of our culture where people from all walks of life can grow and thrive. What makes you unique makes us exceptional.
If you want to know more about our people and our culture, search #TogetherHarrods on LinkedIn, Facebook, or Instagram.
Additional Information:
Time Type:
Permanent
Department:
Data Networks - (Own Bought) (Hayg Mutafyan)",3.6,"Harrods
3.6","Knightsbridge, England",1001 to 5000 Employees,1834,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$500 million to $1 billion (USD)
30,HR Data Analyst - 12 month FTC,£50K - £60K (Glassdoor est.),"Key Responsibilities:
Develop, enhance and maintain management reporting analyses and dashboards on HR statistics such headcount, absence, attrition, talent management, diversity, etc in accordance with requirements to show value through data.
Support through collaboration with other HR Teams to ensure the smooth transition of any wider business initiatives, annual reward cycle/organization change activity ensuring accurate data is uploaded into our HR system.
Review and monitor HR Data Quality in delivered Reports/Dashboards and be able to explain variances and trends to continually identify & deliver measures to improve systems and data integrity.
Partner with functional areas of Human Resources on key HR initiatives; provide expert advice and guidance to the teams on data.
Manage Adhoc Data and Analytics requests of allocated stakeholder groups
Create Insight reports utilizing different data sets and analyses to support stakeholders and the business in their decision making process
Facilitate the training of, and engagement in, the use of self-service reporting capabilities to key users across the business
Communicate fluently and present complex technical information to a non-technical audience

Qualifications:
Degree educated
Skill and Experience:
Experience in Delivery of HR Management Information
Knowledge of common HR metrics and KPI’s
Evidence Direct Engagement with Senior Stakeholder in current or previous roles
Communicates fluently and is able to present complex technical information to a non-technical audience
Experience in writing Insight reports, analyzing different data sets to answer business questions
Strong experience in building PowerBI Dashboards is essential
Experience with Oracle Cloud HCM system preferrable",3.5,"GVC Group
3.5","Stratford, London, England",10000+ Employees,2020,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD)
