,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
15,Data Analyst,£20K (Glassdoor est.),"We're looking for a strong Data Analyst to join our team in London and become an integral part of our Content function. This position is also open for applicants based in New York and depending on experience, the rest of North America also.
The successful candidate is a strategic, intelligent and commercial individual to provide world class data analysis for both our content and advisory service. The Data Analyst must demonstrate an understanding in either fashion, beauty or consumer insight and data analysis which they can combine to enhance and underpin the work that the Mindset team delivers across regions. The successful candidate will work with our Content and advisory teams to analyse data and aid in the generation of breakthrough insight for our clients.
Key Responsibilities
Provide high quality and accurate analysis for WGSN‘s content and consulting work, based on an understanding of one or more of the following categories that WGSN covers:
Global fashion market, the operations of its key players, the trading calendar and fashion trends
Beauty industry, Food & Drink, Lifestyle & Interiors trends
Consumer insights, key trends and drivers
Provide clients with insight on future strategies and growth opportunities
Conduct primary and secondary research across a variety of quant data sets and deliver analysis that provides actionable recommendations that will benefit the client's future business
Tackle the challenge of extracting business intelligence from large data sets. Ability to see beyond the numbers
Proactively suggest ways to visualise complex data sets, generating charts/tables that give insightful views of key business issues and opportunities
Able to collaborate with the Mindset team in region and across territories to ensure consistency of data analysis across the company
Is a strong participant and contributor to the creation, sharing and learning culture to provide inspiration and relevant information for the benefit of the global Editorial team’s deliverables
Responsibility for projects being delivered on brief, in a relevant, insightful and commercially successful manner with data integrity at the core
Your Experience
Ideally 2 to 3 years of experience in a data analyst role
Experience in fashion retail/merchandising/buying/e-commerce is a strong advantage
Ability to analyse large amounts of data and pinpoint trends that will impact the market
An analytical mind, with the ability to distinguish between what is important and what is not, making the complex simple
Strong communication and organisational skills with ability to tackle work within a global team
Curious, flexible and a strategic thinker with gravitas that can inspire their clients, peers and more junior colleagues
Analytic Experience in:
Statistical modelling / forecasting (AB Testing, DOE, Regression, etc.)
Forecasting (ARIMA, ETS, etc.)
Data mining (Bayes, CART, Random Forest, SVM, Neural Nets, Clustering, etc.)
Operations Research (Simulation, Linear / Dynamic Programming, etc.)
Technical Experience with:
Databases (one or multiple): Snowflake, Big Query, Redshift, SQL, Access, Oracle, Hadoop, etc.
Languages (one or multiple): SQL, Python, R, Java, Octave, etc.
Analytic software (one or multiple): Jupyter, Zeppelin, Qubole, Alteryx, KNIME, RapidMiner, Orange, etc.
Visualization (one or multiple): Tableau, Spotfire, Qlik, DB3/JS, LOOKER, Power BI
Familiar with general computer use including Microsoft Word, Excel, PowerPoint and Outlook and/or Google Docs, Sheets, Slides, and Gmail
What We Offer
Our benefits package incorporates what we’re passionate about – unlocking your future, overall well-being and sustainability – whilst giving you control over your benefits.
25 days of holiday per year – with the option to buy or sell between 1-5 days
Great learning and development opportunities
Pension, Private Medical and Dental Insurance plans
Life Assurance; Income Protection and Critical Illness covers
Option to opt into the Ascential Shares Scheme
Volunteering opportunities
Season ticket loans
In addition, we offer flexible benefit packages that include Childcare Vouchers; Cycle to Work; Retail Vouchers; Gourmet Card; Gym Flex; Gadget Insurance, Health Assessments and Will Writing.
We also place great importance on health, lifestyle and wellbeing consistently, in which you will have the options to fuel up on free fruit, attend yoga sessions, join our running club, or perhaps taking up on a lunchtime massages.
Inclusive Workforce
At Ascential, our goal is to create a culture where individuals of all backgrounds feel comfortable in bringing their authentic selves to work. We want all Ascential people to feel included and truly empowered to contribute fully to our vision and goals.
Everyone who applies will receive fair consideration for employment. We do not discriminate based upon race, colour, religion, sex, sexual orientation, age, marital status, gender identity, national origin, disability, or any other applicable legally protected characteristics in the location in which the candidate is applying.
For more information on our culture, visit Ascential.com.
About WGSN
We offer insights and inspiration from around the globe. We help our customers stay ahead and informed through trend forecasting and data science. We believe inspiration comes from the monumental and the mundane.
If you’re passionate about fashion and lifestyle this is a great place to be, giving you the opportunity to work with the world's most creative trend experts, designers, editors, account managers, marketers, product developers, customer service experts and much more in a meritocratic, high performance company.
WGSN is an Ascential brand. Ascential is a specialist, global, information company that helps the world’s most ambitious businesses win in the digital economy.",3.2,"Ascential
3.2","London, England",1001 to 5000 Employees,1947,Company - Public,Internet,Information Technology,$100 to $500 million (USD)
16,Digital Data Analyst,£38K (Glassdoor est.),"End Date
Friday 08 January 2021
Salary Range
£39,717 - £44,130
Agile Working Options
Other Agile Working Arrangements / Open to Discussion
Job Description Summary
Work with internal customers in Value Stream Labs to understand business challenges and reporting needs identify what data or insight will help them. Use data processing skills and network of data SMEs to bring together the data required to provide the insights requested. Use analytical skills to interpret the data, understand the insights, and present the findings to provide clear answers.
Job Description
Who are Consumer Servicing and the Digital Analytics Team in Lloyds Banking Group?

Lloyds Banking Group is the UK's largest digital bank with 17 million active online customers across our four brands. Within Consumer Servicing, our purpose is to run and grow the digital channel, optimising to deliver a leading customer experience and creating simple, convenient and personalised onboarding and servicing journeys to delight customers across the Retail Bank channels.

We're committed to employing a diverse and inclusive workforce, reflective of the customers and communities we serve – where all our colleagues can be themselves and succeed on merit.

In Consumer Servicing, we create a multi-channel experience that customers love, colleagues are proud of and make our service proposition a major competitive advantage for the Group.

This role is based within the Digital Analytics team, a Centre of Excellence for the Consumer Servicing Value Stream which provides insight and analytics to support decision making and measure performance. The Digital Data Analyst role provides a continuous flow of analytics and insight to the digital labs as part of an agile “on-demand” analytics service.

And what would you be doing...

You’ll have an excellent opportunity to support the digital labs in their mission to deliver an optimised digital experience.

Work with internal customers in the labs to understand their business challenges and reporting needs and discuss ideas on what data or insight will help them.

After that you’ll use your knowledge of our data and your data processing skills, plus your wider network of data SMEs when needed, to bring together the data required to provide the insights requested. You’ll also have a team around you to bounce ideas off and share your experiences with as you build your knowledge over time.

Once the data work is done you will use your analytical skills both to interpret the data, understand the insights in relation to the original business question, and present the findings in the most appropriate way in order to provide clear answers for the internal customer. It’s likely you’ll also be presenting your findings both to the business team who raised the request and to the wider team, sharing the insights you’ve found.

We work in an Agile squad, so you’ll work collaboratively in a cross functional team with no shortage of backlogged work! Daily stand ups, juggling priorities against a Kanban, maximising our collective productivity and a focus on continuous development will all be part of your work.

Here's what we're looking for...
We like people who come from diverse backgrounds that can bring new insights to the team. To be seriously considered we need to see the following background experience as a minimum:
Firstly, some proven experience working as a data analyst.
You’ll have a strong technical background with expertise in data manipulation, data storage technologies and data mining. Technical skills wise, you’ll be able to use SQL and have exposure to some Extract Transform Load (ETL) tools. You’ll also want to be comfortable investigating new data sources, ingesting and integrate data. Teradata is the main data warehouse platform.
Strong analytical skills and an inquisitive mind will be key in understanding the subtleties of some very complex datasets. Good business understanding, particularly digital customer servicing, as well as excellent communication skills to be able to share their findings with both technical and business partners to inform decisions.
Having previously worked in an Agile environment would be useful so you can collaborate as part of an agile team delivering against a backlog of work. We use tools like Jira and Confluence.
The cherry on the cake for us would be to find someone with exposure to any of the following, but please apply if you don’t: Any experience of data visualisation tools like Tableau or Power BI, or any experience having worked on digital customer journeys and the associated datasets.

We're focused on creating a values-led culture and are committed to building a workforce which reflects the diversity of the customers and communities we serve. Together we’re building a truly inclusive workplace where all of our colleagues have the opportunity to make a real difference.

Interested but have a question before you apply? Feel free to contact Tilke, Rob (Customer Insights Engagement) / Rob.Tilke@LloydsBanking.com
At Lloyds Banking Group, we're driven by a clear purpose; to help Britain prosper. Across the Group, our colleagues are focused on making a difference to customers, businesses and communities. With us you'll have a key role to play in shaping the financial services of the future, whilst the scale and reach of our Group means you'll have many opportunities to learn, grow and develop.
We're focused on creating a values-led culture and are committed to building a workforce which reflects the diversity of the customers and communities we serve. Together we’re building a truly inclusive workplace where all of our colleagues have the opportunity to make a real difference.",3.9,"Lloyds Banking Group
3.9","London, England",10000+ Employees,1695,Company - Public,Banks & Credit Unions,Finance,Unknown / Non-Applicable
17,BI Data Analyst,£63K - £71K (Glassdoor est.),"BI Data Analyst
Overview


EF is the world leader in international education. Our mission is to break down barriers in language, culture, and geography and so far, we have helped over 15 million people learn a language, discover the world or earn an academic degree. We have 500 schools and offices in over 50 countries and employs over 52,000 staff and teachers. In today’s increasingly complex and interdependent world our mission is more relevant than ever. EdTech is a start-up team that innovates products and platforms across the business with a passion for data-driven learning.

The Role


As part of the Teacher operations team your mission is to transform data into actionable insights and clear & concise dashboards to help the business understand supply and demand alignment. Teachers are at the core of EF and we invest in finding the best English teachers in the world, training and engaging them and helping them optimally utilise their time. Each of these missions requires data & analytics to ensure we optimise our acquisition spend, understand what keeps teachers happy and productive and increase retention.

This role is integral to our organisation, so on a daily basis you’ll be interacting with operations, data & product teams to identify opportunities and implement impactful solutions that directly affect our business.

Main Responsibilities
Create and contribute to the Teachers BI infrastructure and enabling data-informed strategies for the teacher operations team.
Support the business with analytics, deep dives and proactive insights
Help us create measurable business impact by working on commercial projects, such as supply & demand forecasting, teacher and student matching, lead scoring, cost-modelling etc.
Help our product teams to be fully data driven, by working with them on creating hypotheses, setting up tests, measuring outcomes, understanding learnings and fully utilise our suite of analytics tools, such as Amplitude & Google Analytics
Collaborate with a range of different teams (from product to operations) to support validation of data generation and alignment of data models with business-side logic
Proactively identify opportunities for business-side optimization, developing operational benchmarks and evaluating trends in relation to these, as well as challenging current data-related assumptions, where relevant
Train staff members from other departments to strengthen their own reporting skills
We ask that you have
A proven track record of making an impact with Data
Great skills with Power BI, Tableau or similar
Excellent SQL skills, we mainly use Snowflake & MS SQL
Excellent Excel, Google sheets skills
Some experience using distributed version control systems (e.g. git, mercurial)
Some experience using cloud environments (AWS, GCP, Azure)
Excellent verbal and written skills in order to effectively communicate with partner teams
Ability to thrive in a fast-paced environment with changing goals and apply ingenuity and grit to move forward in ambiguous situations
Willingness to meet with colleagues in other time zones during non-traditional work hours, as needed
Other useful skills include
Basic Python or R
Some data engineering experience with basic ETLs and/or streaming data (e.g. Kafka)",3.4,"EF Education First
3.4","London, England",10000+ Employees,1965,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
18,INVESTMENT DATA ANALYST (6 month FTC),£22K - £45K (Glassdoor est.),"City-based Investment Manager is seeking to recruit a degree-educated (or equivalent) Data Workflow Analyst on a contractual period of 6 months. The successful candidate will be responsible for maintaining high quality static data across various systems including those of third party vendors as well as producing reports for management.

You will be required to:
"" Maintain and monitor static data held on back office systems and with 3rd parties
"" Ensure accuracy of static data and asset pricing across systems
"" Configure workflows
"" Test interfaces for front office systems
"" Produce MI reports
"" Produce exception reports

You will have:
Degree, or equivalent in a mathematical or financial discipline
Previous data management experience gained within operations in an Investment Management / banking / financial services environment
A good understanding of financial products - investment products preferred.
Sound business or processing analysis skills
Experience of process improvement activity management
This vacancy is being advertised by Montpellier Resourcing Limited. The services advertised by Montpellier Resourcing Limited are those of an Employment Agency.",-1,Montpellier Resourcing,"London, England",Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD)
19,Data Analyst,-1,"Role: Data Analyst - Contact Centre
Hours: Monday to Friday, 9am to 5:30pm
Location: Colindale, North London (Flexible Working available)

Hello, we're Utility Warehouse
We help people get on with their lives and spend their time how they want to. And we’re bringing together a nation of self-starters to build a different type of utility company.
One where partners can run their own business and reach the goals that matter to them.
For customers, we offer permanent peace of mind. One bill, great value and no need to ever switch again.
And for our people, we provide clear opportunities to help them achieve both their professional and their personal ambitions.
A bit more about us
You probably won't have heard much about us, but we're one of the UK's biggest, home-grown success stories of the last 20 years.
We're a FTSE 250 business and knocking on the door of £1 billion in annual revenue. But in two decades of phenomenal change and growth as a business, there are two things that have remained constant:
- We bundle together all our customers' household utilities and send them a single monthly bill
- We don't promote our services directly to customers - we have 40,000 partners around the country who recommend us

And we know we’re onto something - we have been Which? awarded for 10 years running - but we’re only just getting started...


About the role:

Equal parts hands on with data and engaging with stakeholders, this analyst role offers the chance to work in a team driving operational excellence through data. You’ll play a pivotal role in driving digital transformation whilst remembering the human side of every customer interaction.

Reporting directly to our Operational Intelligence Lead, you’ll help drive efficiency, action and leading customer service though robust measurement, actionable KPIs, reporting, & analytics.

Beyond understanding our unique business you’ll help us get to know our teams and customer interactions better. Working with operational teams and customer product teams you'll model data from business systems to be insight and operations ready.

Responsibilities will include:",3.7,"Utility Warehouse
3.7","London, England",1001 to 5000 Employees,1997,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
20,Data Analyst,£24K - £45K (Glassdoor est.),"Company description
Anchor Informatics Ltd is Infomation Technology Consultancy
Job description
Anchor Informatics a tech startup company and successfully become an official partner in a very early stage for Quantum World Technologies Ltd who are operating in 08 countries around the world. We help companies and their clients prosper by making sure data analytics are present where and when it matters. We keep global business moving with the powerful backing of IT professionals in more than 08 countries. Companies of all sizes, and in all places, rely on data analytics to provide analytical services, organise data and visualisation, munging, and processing of massive amounts of data, and deliver business data analytical solutions.
People who use data to solve hard problems. Including ones that did not exist a few years ago. We believe a mix of data, analytics, automation and responsible AI can widen the range of what humans can do and improve our client's democracy. We are changing how the people in our country live. By providing the right training and tools, we encourage our people to go outside their comfort zone. Want to join our crew of sharp analytical minds?
We’re moving faster than ever and introducing new products, services, and strategies that will revolutionize the industry and bring greater value to our business customers. Our clients’ success expands our success, so we put our heart and soul into helping our clients achieve results that exceed all expectations. As the partner for world’s IT services company, we are continuing to build alliances with key data analytical leaders and suppliers throughout the world, strengthening our position as a quality provider to Quantum world resources of all sizes. Get ready to make impressions that will last. Data Analytics team, which is part of the Data Analytics, Technology and Product Organisation, is at the forefront of providing an extensive range of professional reporting services in the data and artificial intelligence field, including spend and trend analysis, strategic advice, benchmarking, and data policy review, particularly in the area of quantum world clients (e.g. Virtusa, Techmahindra and other strategic upcoming clients in the UK) programme management. The Data Analytics team is offering a 1-year Placement Programme for students studying Computer Science or Data Science. While the 06 months of the placement are focused on training, research and supporting the analytical team, second half-year offers opportunities to move to other teams within the organisation to maximise business exposure and expand skillset.
Overall Objective:
To manage the delivery of data consolidation, reporting and analysis within scope and budget and in accordance with internal processes/workflows
To translate client requirements into a reporting solution
To enable the delivery of profitable and efficient analysis tools, products and processes
To develop and maintain an effective and professional relationship with Consulting Project Managers and Analysts team and clients
Based on the projects allocated:
You will work closely with our Data Scientists and gain valuable AI/ML skills while being in charge of your own cutting edge project.
At the end of your internship, you will present in front of the Anchor Informatics Data Scientist's team.
Responsibilities:
Assist with the entire life-cycle of a cutting edge AI/ML project.
Create and execute a presentation for your project, to be delivered in front of the tech team.
Assist your team in day-to-day jobs and projects.
Over the course of the internship, you will conduct a research project with the aim of generating novel insights for the development of the AI Engine, under the mentorship of one of our AI Developer
Key Areas of Activity:
Data consolidation including quality checks of the received data using mainly SQL
Analysis and interpretation of financial and other clients businesses data using Excel, Access, Tableau and other modelling tools
Preparing client reports, models and analysis as well as presenting results to clients
Managing all analytical and data aspects of client projects
Working closely with the team members to deliver accurate information and analysis to clients
Playing an active role in generating ideas for new models and analysis which could be developed to enhance our client proposition or to help develop the financial success of the company Key Skills:
Excellent interpersonal skills
Good understanding of Microsoft Excel, including pivot tables and calculation functions
Knowledge of SQL, Tableau and Alteryx is desirable
Very strong analytical skills with demonstrable ability to interpret all data sources in order to identify areas of opportunities and recommend solutions
Time management and self-management skills and demonstrable consistency in meeting agreed on deadlines / time-frames in a pressurised environment Key Competencies:
Ability to work on own initiative without the need for significant supervision
Analytical problem-solving ability
Ability to work as an active and participating member of a team
Strong attention to detail, analytical mind and conscientious approach
Confidence and ability to communicate effectively and professionally at all times and at all levels of organisational structure, both internally and externally
About you in Technologic Specifc:
Have academic or commercial experience in AI
Can demonstrate experience in 2+ languages (e.g C/C++, MATLAB, Python)
Appetite to learn and apply new technologies and architectures
Extra information Education Level: University
Location: East London
Working hours per week: 20-35 hours
Type of Contract: Casual / Part Time / Full-time Jobs, Internships
Salary Indication: Unpaid / Paid (Based on experience and Qualifications)
Reference ID: 012345
Contract length: 12 months
Job Types: Full-time, Internship
Salary: £0.00 per year
Experience:
MATLAB: 1 year (Preferred)
SQL: 1 year (Preferred)
Python: 1 year (Preferred)
Tableau: 1 year (Preferred)
Microsoft Access: 1 year (Preferred)
Work remotely:
Temporarily due to COVID-19
COVID-19 precaution(s):
Remote interview process
Virtual meetings",-1,Anchor Informatics Ltd,"London, England",-1,-1,-1,-1,-1,-1
21,Data Analyst,-1,"DATA ANALYST
LONDON
UP TO £45,000 + BENEFITS
This Health-tech company are looking for a data-centric Data Analyst to provide actionable insights on customer behaviour to work amongst a team of extremely talented individuals. This is an exciting opportunity for an entry-level candidate who is looking to develop their skillset using the most advanced tech, being taught by some of the industries best talent.
THE COMPANY
This fast-growing company are highly data driven and their next Data Analyst will have an exciting opportunity to help accelerate growth delivering customer-based insights, with an excellent opportunity to up-skill and develop their talent in a fast-paced environment.
THE ROLE
Within the Data and Analytics team as an Insight Analyst, you will be performing customer analysis to identify engagements and behaviours within customer segmentations in a commercial environment.
This brand is solely digital based; therefore, you will be working with product analytics to provide strategic insight with the goal of enhancing customer-based metrics.
Part of your role will be looking to understand and analyse customer journey using methods such as A/B tests across products and product features
Delivering commercial insights
Data science projects
Exposure to data engineering
YOUR SKILLS AND EXPERIENCE
Your skills and experience required to be the successful Insight Analyst will include the following:
Ability to code in SQL and preferably Python/R, in any environment
Experience working with data visualisation tools for reporting/dashboarding e.g. Tableau or similar is ideal
Educated to degree level in a STEM subject from a Top 5 Uni
0-3 years experience
BENEFITS
The successful Insight Analyst will receive a salary of £45,000 with an extensive benefits package.
HOW TO APPLY
Please register your interest by sending your CV to Dylan Butcher via the link on this page.",3.9,"Harnham
3.9","London, England",51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
22,Data Analyst,£22K - £43K (Glassdoor est.),"Data Analyst (Netsuite) | London | up to £35,000

Jonothan Bosworth Recruitment Specialists are working with an international professional services, data & information technology company, with an office based in West London.

THE BASICS

The ideal Data Analyst must have relevant, demonstrable capabilities working with ERP, SRP, CRM implementations and should be able to ‘drive the data engine’.

If you can demonstrate a key attention to detail, coupled with analytical ability and data manipulation skills to clean and populate data templates with financial and non-financial data under supervision of the Data stream lead we’d like to hear from you today.

THE ESSENTIALS:

Working knowledge of Microsoft SQL server, Excel, ODBC/OLEDB sources is vital. Experience of extracting data from source systems, mapping data from source systems/files is also important.

Analysts who like to actively participate in project team meetings and monthly programme meetings will be of interest

THE CONCLUSION

We are looking for individuals who are proactive in identifying and resolving issues and enthusiastic about ‘data’ in general and the management / interrogation / cleansing of data.

For more information, contact Jonothan Bosworth Recruitment Specialists TODAY",5.0,"Jonothan Bosworth
5.0","London, England",1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
23,FINANCE DATA ANALYST,£29K - £50K (Glassdoor est.),"FINANCE & TREASURY

LONDON

CONTRACTOR
Reporting into the Business Planning and Reporting manager, a Business Data Modelling Analyst is required to work with our Finance & Treasury team to assist with the analysis and definition of finance data structures, along with automating and driving forward our reporting offering. This is an important role with high autonomy, where you will initially play a key role in the Gazprom group wide Common Finance Data Structures initiative. The initiative’s objective is to develop common finance data structures covering key finance data entities across multiple Gazprom group companies, that will allow base level data to be aggregated systematically to meet Statutory and Management reporting requirements for the group, without the need to transform or replicate the data multiple times for different stakeholders.
ABOUT US
Gazprom Marketing & Trading (GM&T) is a subsidiary of the Gazprom group – the world’s largest gas producer and one of the world’s largest energy companies. Headquartered in London, GM&T operates to provide Gazprom group with a global marketing reach, round the clock operational coverage and excellent customer service. Established in 1999, GM&T has grown from a single office in London into a truly global organisation, with around 1000 employees worldwide. With offices in Europe, Asia and the USA, GM&T trades energy commodities including gas, power, oil, LPG, helium, emissions, LNG and FX and also operates a retail business, trading as Gazprom Energy.
Our culture is defined by our people. Through living our values every day we continue to create a culture that enables us all to succeed. We work as one team with our customers, our parent company and each other in order to understand each other’s needs. With an unstoppable passion for excellence, growth and learning, we’re committed to creating an environment that fosters the development of knowledge, skills and experience, so that our people can thrive and prosper in their careers with us. We believe that we have the best team in the industry which makes us a trusted partner across international capital and energy markets. Our diverse employee base, with a wealth of expertise, knowledge and experience makes GM&T a truly exciting place to work. We encourage new ideas and initiatives as innovative thinking is central to how we do business. Most importantly, we are a growing and developing business where inspired individuals can make a difference and help shape our future.
ROLE OBJECTIVES
Reporting into the Business Planning and Reporting manager, a Business Data Modelling Analyst is required to work with our Finance & Treasury team to assist with the analysis and definition of finance data structures, along with automating and driving forward our reporting offering. This is an important role with high autonomy, where you will initially play a key role in the Gazprom group wide Common Finance Data Structures initiative. The initiative’s objective is to develop common finance data structures covering key finance data entities across multiple Gazprom group companies, that will allow base level data to be aggregated systematically to meet Statutory and Management reporting requirements for the group, without the need to transform or replicate the data multiple times for different stakeholders.
Using your expertise in managing and manipulating large volumes of data, you will work with the Finance Business Partnering and IT teams to design and complete the data structure definitions at a detailed level and collect the required information needed to populate hierarchies and attributes. Another key element of the project will be the development of the presentation of data for meaningful management analysis and decision making.
The Common Finance Data Structures initiative will span a number of years, but alongside this project additional responsibilities would include working as a data modelling subject matter expert within the Finance Business Partnering team, where you will be a dedicated resource for gathering requirements and designing new models for financial analytics. This is seen as a key responsibility within the team as we look to drive efficiency and spreadsheet design best practise, working towards transforming our Finance department to realise the benefits of current reporting technology.
Following the completion of the Common Finance Data Structures initiative you will be well placed to provide continued support and be involved in future data modelling/structuring projects as the Finance team continue to adapt and improve their reporting and analysis offering to the way the business evolves.
DUTIES & RESPONSIBILITIES
Interfacing with different business teams to collect and validate master data records
Map master data into defined data structures
Act as single point of contact for all data collection and data quality control
Communicate and agree final data structures with business stakeholders and ensure sign-off for master data content is obtained from data owners
Assist with the development of business data processes and controls to ensure on-going data quality assurance
Act as a data modelling subject matter expert to the Finance Business Partnering team, providing support, advice and coaching where required
SKILLS & COMPETENCIES
Good understanding of Finance Data entities such as GL Accounts, Profit Centres and Cost Centres
Exceptional attention to detail
Passion for financial data modelling and automation
Ability to work independently
Ability to work under pressure
Well organised and able to cope with fast changing requirements in a demanding environment
Advanced Excel skills
Experience working with SAP Analysis for Office, SAP BW, and SAP BPC 10.0 or 10.1
EXPERIENCE
Experience working in a finance team as a business analyst
Extensive experience working with complex Excel models
Knowledge of reporting BI tools
Experience in a commodity or energy trading environment preferred
EDUCATION
Degree (or equivalent ideally in an accounting or financial management related subject)
Professional certifications in desired skill areas an advantage",3.5,"Gazprom
3.5","London, England",5001 to 10000 Employees,1993,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD)
24,Data Analyst - User Acquisition,£25K - £32K (Glassdoor est.),"Data Analyst User Acquisition

Miniclip is looking for a Data Analyst to hire in our London (UK) Studio. This is a full-time position, please apply only if you have the right to work in the UK.

This is an exciting role working with a leading digital games and entertainment company. You will be part of the Business Intelligence team and work closely with our existing User Acquisition team. This role will report into Data Analyst Manager.

POSITION RESPONSIBILITIES
Work with the User Acquisition (UA) team to improve and optimise our campaigns. Analyse the campaigns at a granular level and suggest courses of action to maximise performance.
Overseeing the production of weekly and monthly UA reporting. Build ROI forecasts to assess campaign profitability, highlight key trends and make recommendations on the courses of action to take based on current ROI predictions.
Lead and drive forward UA data projects
Support the UA team in defining strategy
Analyse the impact UA activity is having on our products core KPIs, primarily Daily Active Users, customer retention and monetisation
Analytics support to other Performance Marketing Teams
Design and create dashboards for Performance Marketing Teams and Finance Team
ESSENTIAL EXPERIENCE & SKILLS
Experience in mobile user acquisition analytics
Experience within the games industry, particularly mobile gaming
Educated to degree level in a relevant subject
Must have experience with SQL as well as R or Python
Have excellent attention to detail
Keen eye for data visualization with ability to translate data into commercial insight
Ability to communicate with senior stakeholders, presenting insights clearly with actionable recommendations
An ability to work in mixed teams of colleagues and senior executives.
Be proactive with a drive and commitment to own and deliver outstanding work
Ability to work under pressure and to deadlines
ADDITIONAL INFORMATION

You will be working in our brand new, fashionable open plan office near Chancery Lane with enthusiasts and professionals from the games industry. We like to maintain a very friendly and relaxed atmosphere, and our new office comes with a pool table, 100 screen with games consoles, fridge with complimentary drinks for all staff, fresh fruit delivered weekly, regular team building and social events, and even free optional yoga once a week!

We also have a fantastic benefits package, with Vitality medical and BUPA dental cover, cash plan, with cover for life insurance, critical illness, and income protection, a generous holiday entitlement and a pension plan with company matching contributions (up to set levels).

THE COMPANY

Miniclip is a global leader in digital games with a mission of unleashing the gamer in everyone. The company develops, publishes and distributes highly engaging games to an audience of 200 million monthly active users across mobile, social and online platforms.

Founded in 2001, the Company has successfully grown a huge organic global audience in over 195 countries and across six continents. Miniclip has a unique understanding of the digital games space and has developed a strong portfolio of over 60 high-quality mobile games, extensive worldwide distribution and an internationally recognised brand name. To date, Miniclip franchises including 8 Ball Pool, Golf Battle, Football Strike and Agar.io have generated more than 2 billion downloads.

In the past year, we have been delighted to welcome the teams from Playsport (famous for Motorsport Manager), Yakuto (creators of Darts of Fury), Masomo (home of Headball2) and Eight Pixels Square to the Miniclip family of companies.

For more information, visit http://corporate.miniclip.com",3.9,"Miniclip
3.9","London, England",201 to 500 Employees,2001,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
